ezloophw-py logger started on:,2026-3-10_135039
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
49842404,0.000000,0.000000,0.000000,1013.62,1014.03,1015.1,1016.02,0.0,0.0,1404.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49842503,0.000000,0.000000,0.000000,1013.64,1013.97,1015.12,1015.93,0.0,0.0,1404.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49842604,0.099000,0.000000,0.000000,1013.64,1013.99,1015.24,1016.04,0.0,0.0,1403.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49842703,0.200000,0.000000,0.000000,1013.67,1013.94,1015.17,1016.01,0.0,0.0,1403.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49842803,0.299000,0.000000,0.000000,1013.71,1013.89,1015.25,1015.98,0.0,0.0,1402.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49842903,0.399000,0.000000,0.000000,1013.59,1013.97,1015.02,1015.92,0.0,0.0,1401.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843004,0.499000,0.000000,0.000000,1013.68,1013.92,1015.23,1016.06,0.0,0.0,1401.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843103,0.600000,0.000000,0.000000,1013.61,1013.96,1015.11,1016.0,0.0,0.0,1400.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843203,0.699000,0.000000,0.000000,1013.61,1013.93,1015.23,1016.01,0.0,0.0,1400.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843303,0.799000,0.000000,0.000000,1013.66,1013.82,1015.1,1015.99,0.0,0.0,1399.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843404,0.899000,0.000000,0.000000,1013.6,1013.93,1015.06,1016.1,0.0,0.0,1399.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49843503,1.000000,0.000000,0.000000,1013.65,1013.9,1015.06,1016.03,0.0,0.0,1399.38,650.1893109503723,672.4753170314676,0.3396499827210178,650.6803208706518,329.3396155563163,1.2277018621401259,656.7400229830479,42.91560407848502,-2.3722033777202327,-0.08198732107566711,-1.0480172138235675
49843603,1.100000,0.000000,0.000000,1013.57,1013.91,1015.11,1016.01,0.0,0.0,1399.55,650.1893109503723,672.4753170314676,0.3396499827210178,650.6803208706518,329.3396155563163,1.2277018621401259,656.7400229830479,42.91560407848502,-2.3722033777202327,-0.08198732107566711,-1.0480172138235675
49843703,1.200000,0.000000,0.000000,1010.66,1013.28,1014.87,1015.98,0.0,0.0,1399.17,650.2047211582916,672.4676258943774,0.3190918414472349,650.7976325772277,329.32168505842463,0.9711056196617577,656.7308217917399,42.892150343071876,-2.381930468320044,-0.09899953366765421,-0.9886735716050734
49843804,1.304000,0.000000,0.000000,1009.48,1014.29,1014.32,1015.99,0.0,0.0,1399.65,650.2144366754458,672.4716826992709,0.3213973791164906,650.7618842547614,329.37388669886644,1.1012995157154915,656.7484744298328,42.90283072654509,-2.3660618834957874,-0.09142119111822399,-1.014334172576759
49843904,1.401000,0.000000,0.000000,1013.65,1013.87,1015.14,1015.95,0.0,0.0,1399.79,650.1933036939798,672.4638899123636,0.3086422060308341,650.7564052763125,329.36642328207137,1.081690632294695,656.7397199813122,42.903149040425895,-2.3534075383202224,-0.09403542221742946,-1.0084833781263658
49844004,1.501000,0.000000,0.000000,1013.63,1013.95,1015.21,1016.02,0.0,0.0,1399.89,650.2136520131818,672.4718499591062,0.31485180911378896,650.7468379021765,329.3546573104571,1.1190482084114808,656.7105316517424,42.92379692173197,-2.424376022461864,-0.08903452581285866,-1.0146973963025232
49844104,1.601000,0.000000,0.000000,1013.62,1013.89,1015.11,1015.95,0.0,0.0,1399.97,650.1856371799397,672.4561120017717,0.30121327278519466,650.7412592504501,329.34626249535,1.13677174498367,656.65410223613,42.941026630497724,-2.2705263967000904,-0.09278303104078708,-0.9971386740353394
49844205,1.701000,0.000000,0.000000,1013.65,1013.94,1015.11,1015.98,0.0,0.0,1399.96,650.1855347165447,672.468348278817,0.29759676970249527,650.7280416832878,329.34423230066915,1.1380461526325971,656.5895772180536,42.947410154667836,-2.291144961260237,-0.09058918392066925,-0.9913010082433209
49844304,1.801000,0.000000,0.000000,1013.58,1013.91,1015.19,1015.95,0.0,0.0,1399.98,650.2009994429874,672.4529606620455,0.30663183817639283,650.7303373981296,329.3527665794841,1.1197992098720655,656.6514438297216,42.93655790971408,-2.3234091861292216,-0.08839635542433359,-1.0075190736169033
49844404,1.901000,0.000000,0.000000,1013.58,1013.9,1015.18,1015.87,0.0,0.0,1400.04,650.2037262440842,672.4535068754122,0.3030171920288196,650.7528728839328,329.3553083938465,1.121884881452701,656.6049817745445,42.95335604695889,-2.2713077874199685,-0.0917048182379404,-0.9871636962873405
49844505,2.001000,0.000000,0.000000,1013.59,1013.89,1015.19,1016.0,0.01,0.0,1400.07,650.2103192009619,672.4794682461961,0.3121058983821662,650.7925065343431,329.3195857061264,0.9368204063689363,656.7076339700776,42.89547468105335,-2.466766825337448,-0.09720496707958669,-0.9886736672961709
49844604,2.102000,0.000000,0.000000,1013.62,1013.92,1015.13,1015.96,0.01,-0.0,1400.03,649.7327457617366,672.0790150300004,0.3671638357465874,650.5915634303559,329.1299706565657,0.8164990266245833,656.4895960533811,42.850794837240855,-2.250892492958834,-0.1434805716218689,-0.8933013582967326
49844704,2.201000,0.000000,0.000000,1013.71,1013.82,1015.16,1016.0,0.01,-0.0,1400.07,649.2263093525014,672.0335532734719,0.3111758295232683,649.7594497972829,327.61823591573835,1.0205107360649928,655.7274062752065,40.33933272300481,-2.545758912997955,-0.08869138924971691,-1.0127134593810696
49844804,2.301000,0.000000,0.000000,1013.56,1013.98,1015.24,1016.08,0.01,-0.0,1400.19,649.2260930450364,672.062695967177,0.26522074572606685,649.8024106097191,327.58548815083134,1.0091901231162521,655.615329847301,40.31418590259733,-2.5723383435679223,-0.09585694657935837,-0.9675049032465135
49844904,2.401000,0.000000,0.000000,1013.61,1013.95,1015.15,1015.93,0.01,-0.0,1400.03,649.229324278801,673.2939773642192,0.5553505919000289,649.6890681480714,327.35676069893196,1.0191339767852747,655.8445537603417,38.9230228098321,-2.7929992890353508,-0.07614493783638507,-1.0702779884140983
49845004,2.501000,0.000000,0.000000,1013.6,1013.89,1015.08,1015.85,0.01,-0.0,1400.17,649.2220305608237,673.3261873304723,0.5631830108409623,649.7012118202036,327.3788572691027,0.9943296193255333,655.8280125101339,38.92618312802644,-2.719293489583857,-0.0793619254733071,-1.0580686317651171
49845105,2.601000,0.000000,0.000000,1013.59,1013.88,1015.16,1015.97,0.02,-0.0,1399.98,649.2805787887633,674.1292503662341,0.9279016934947014,649.7012118202036,327.3788572691027,0.9943296193255333,655.8280125101339,38.92618312802644,-2.719293489583857,-0.0793619254733071,-1.0580686317651171
49845204,2.702000,0.000000,0.000000,1013.64,1013.86,1015.15,1015.91,0.02,-0.0,1400.04,649.2081328304524,674.0962512312801,1.004853345632785,649.7012118202036,327.3788572691027,0.9943296193255333,655.8280125101339,38.92618312802644,-2.719293489583857,-0.0793619254733071,-1.0580686317651171
49845304,2.801000,0.000000,0.000000,1013.64,1013.98,1015.16,1015.88,0.02,-0.0,1400.14,649.2081328304524,674.0962512312801,1.004853345632785,649.7012118202036,327.3788572691027,0.9943296193255333,655.8280125101339,38.92618312802644,-2.719293489583857,-0.0793619254733071,-1.0580686317651171
