ezloophw-py logger started on:,2026-3-2_151809,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1022.,1022,1022,1022.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
55093437,0.000000,0.000000,0.000000,1036.71,1037.02,1038.27,1038.98,0.0,0.0,1.0,1.0,1.0,1.0,1390.67,649.7262883512240,672.7502672940640,0.3845946215960920,648.4823051312870,328.94459739022200,1.0951128072344500,652.8421447246220,44.13337861485920,-2.353364614251030,0.2073109418700960,-1.2916270101762200
55093537,0.099000,0.000000,0.000000,1036.65,1037.0,1038.28,1039.05,0.0,0.0,1.0,1.0,1.0,1.0,1390.83,649.7145864455440,672.757471249816,0.4328322639624860,648.5268171025030,328.9625949046190,1.2114695344993300,652.8498168487850,44.1416290965898,-2.344558359531490,0.19794913859025400,-1.2654642591327000
55093637,0.200000,0.000000,0.000000,1036.68,1036.9,1038.29,1039.05,0.0,0.0,1.0,1.0,1.0,1.0,1390.96,649.7106542068360,672.7258760038760,0.40539445000109400,648.5376856265580,328.9778071872710,1.1835093689862100,652.9018394665700,44.11711925939650,-2.3275381023011500,0.19550913708721100,-1.268738670431930
55093737,0.299000,0.000000,0.000000,1036.64,1036.92,1038.35,1038.99,0.0,0.0,1.0,1.0,1.0,1.0,1391.05,649.71982781279,672.7611038594880,0.4156032366015690,648.5373486829820,328.96639142437800,1.119928116913500,652.9550429822050,44.09582881873570,-2.362309759725930,0.19706759261929500,-1.2825911513982800
55093837,0.399000,0.000000,0.000000,1036.66,1036.9,1038.28,1038.93,0.0,0.0,1.0,1.0,1.0,1.0,1391.21,649.7813978877010,672.7756138387750,0.37644544349579600,648.5605556316350,328.9746718886270,1.0865709004999400,652.9790205107070,44.1174582006414,-2.356395017544360,0.20345730967665700,-1.2955671695438400
55093937,0.500000,0.000000,0.000000,1036.66,1036.87,1038.33,1038.98,0.0,0.0,1.0,1.0,1.0,1.0,1391.23,649.7110295945620,672.7476360185430,0.40654933490341800,648.544577066768,328.98300300540100,1.071425014230890,653.0409700546070,44.14872956985560,-2.381009530286310,0.19441368870670800,-1.2932232618324000
55094037,0.600000,0.000000,0.000000,1036.73,1036.87,1038.24,1038.97,0.0,0.0,1.0,1.0,1.0,1.0,1391.4,649.7133910113640,672.7411371435840,0.4307991573273590,648.5504316846430,328.97699680541600,1.0776809734649300,652.9927035730240,44.13085041800410,-2.3698693709317900,0.19383175599320200,-1.2811381202639300
55094137,0.701000,0.000000,0.000000,1036.68,1036.92,1038.28,1039.0,0.0,0.0,1.0,1.0,1.0,1.0,1391.35,649.7027500392030,672.7526593807680,0.42729186489204900,648.5448927274860,328.9561064099330,1.1091679978734800,652.9424899751820,44.12942441418130,-2.3623008637445600,0.19296320992005900,-1.2704774821217400
55094238,0.805000,0.000000,0.000000,1036.65,1036.9,1038.4,1039.14,0.0,0.0,1.0,1.0,1.0,1.0,1391.35,649.7106054624600,672.7366938280980,0.4201907875036340,648.5532313136570,328.98203877044200,1.1952998774972500,652.9296509650040,44.09553057917490,-2.3519404373665800,0.19290619778394400,-1.265919547356370
55094338,0.902000,0.000000,0.000000,1036.65,1036.87,1038.26,1039.04,0.0,0.0,1.0,1.0,1.0,1.0,1391.44,649.7230907958310,672.7474078039980,0.4186075074856720,648.5285691647000,328.9826920686810,1.2371244377572000,652.8736867929450,44.13820373988730,-2.3444432317807300,0.19909190620412400,-1.2721259251147000
55094437,1.002000,0.000000,0.000000,1036.58,1036.87,1038.32,1038.95,0.0,0.0,1.0,1.0,1.0,1.0,1391.44,649.3530248047140,672.5513993446390,0.06368350170917500,648.2120874826490,328.61953524871200,1.122795130628970,652.7211697415760,44.08726841198800,-2.3077213483621600,0.19006861612182900,-1.2880474728613400
55094538,1.102000,0.000000,0.000000,1036.64,1036.88,1038.22,1039.03,0.0,0.0,1.0,1.0,1.0,1.0,1391.37,649.0404695418210,672.5080668734390,0.24717055463771200,647.8290661526650,327.4398681026540,1.158825365265980,652.2650917643560,41.85532662852030,-2.5277174944889500,0.2011428946394570,-1.2921977762680400
55094638,1.201000,0.000000,0.000000,1036.69,1036.98,1038.27,1038.86,0.0,0.0,1.0,1.0,1.0,1.0,1391.46,649.0718440367350,672.5195341777020,0.21088979141638300,647.8518407386800,327.43911811830200,1.156491730646070,652.3025949178370,41.85561756972890,-2.5438922493860900,0.20256365033954100,-1.2979967648874900
55094738,1.303000,0.000000,0.000000,1036.62,1036.86,1038.14,1039.04,0.0,0.0,1.0,1.0,1.0,1.0,1391.47,649.141494982666,673.8442731803130,0.6441870071317510,647.8018120962600,327.21886659593900,1.2268168475182500,652.2589907944160,40.477012819724,-2.863510932398450,0.2214430668552470,-1.333432662631330
