ezloophw-py logger started on:,2026-3-5_141727,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1022.,1022,1022,1022.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
51503245,52.067000,158.794600,158.794600,1188.68,1028.55,1188.91,1030.52,0.01,0.02,1400.09,649.5678933568710,673.3249005381380,0.4564164378115720,470.7561631761940,402.69248206055200,61.95986774282510,220.46075374487500,392.98659058113300,116.78362994073900,33.453460530240000,20.872390477868500
51503346,52.168000,158.704860,158.704860,1188.71,1028.55,1188.8,1030.55,0.02,0.02,1400.24,649.5767017097090,673.3324558107470,0.43028665083571900,470.7283622835500,402.6601282880610,61.96372620121110,220.48322908387000,392.94714217658100,116.82357138948800,33.45496948817460,20.867304919436900
51503445,52.268000,158.611029,158.611029,1188.73,1028.58,1188.87,1030.53,0.03,0.02,1400.3,649.5680647621110,673.3272688598980,0.4540636408094150,470.9490090791060,402.57271021788900,61.95133939705770,220.57895662479200,392.62940041345000,116.76699024427800,33.41317152042280,20.899381576847900
51503545,52.369000,158.516101,158.516101,1188.75,1028.53,1188.81,1030.42,0.03,0.02,1400.25,649.5784413491860,673.3345727416730,0.4318264771516120,470.9721805222840,402.4945932791160,61.98304736037700,220.6242645002710,392.4937480401270,116.66706589406100,33.402978063845600,20.906420638378200
51503645,52.470000,158.416787,158.416787,1188.68,1028.48,1188.81,1030.52,0.04,0.02,1400.44,649.5977824428870,673.3184372359790,0.48016505379292600,470.99850079705700,402.470363509525,62.04280796633390,220.71065600776100,392.19599329536600,116.41892188431100,33.40116215228100,20.846991344761700
51503745,52.570000,158.311083,158.311083,1188.66,1028.57,1188.92,1030.63,0.05,0.02,1400.3,649.5977824428870,673.3184372359790,0.48016505379292600,470.99850079705700,402.470363509525,62.04280796633390,220.71065600776100,392.19599329536600,116.41892188431100,33.40116215228100,20.846991344761700
51503845,52.669000,158.208749,158.208749,1188.57,1028.59,1188.86,1030.54,0.06,0.02,1400.34,649.569615121893,673.3311646348350,0.44856342373404300,470.89314249710900,402.47607759199700,61.8819766358243,220.64839348383100,392.4260910577930,116.70164008655200,33.41185936102900,20.876482630158500
51503946,52.769000,158.100104,158.100104,1188.61,1028.61,1188.73,1030.55,0.06,0.02,1400.47,649.570217791217,673.3361151376020,0.42474337341143500,470.944636720728,402.4994689264880,62.00151357366150,220.62611886831800,392.52944173305500,116.63128668356400,33.406150504869600,20.90685015777240
51504045,52.869000,157.988499,157.988499,1188.5,1028.51,1188.83,1030.55,0.07,0.02,1400.49,649.5684467984450,673.337679843163,0.43826918440865200,470.85180823446700,402.61305902209700,61.95345020243400,220.57941995403600,392.75187535664000,116.54109292336800,33.430470159260300,20.882669790101400
51504145,52.969000,157.873221,157.873221,1188.6,1028.47,1188.74,1030.43,0.07,0.02,1400.39,649.5579610936260,673.3248777758010,0.4323771609143860,470.8743388428350,402.620693092781,61.9736833226048,220.57453343442200,392.8019660548700,116.4741374934220,33.42759172986120,20.898377242476000
51504246,53.068000,157.755124,157.755124,1188.56,1028.47,1188.8,1030.48,0.08,0.02,1400.47,649.5835693398870,673.3253598893620,0.4283770283807900,470.9310125334030,402.54720472259600,61.9664266487376,220.61900751398300,392.6187746270570,116.6722796379220,33.415815530773800,20.896967274394100
51504345,53.168000,157.632863,157.632863,1188.51,1028.58,1188.77,1030.48,0.08,0.02,1400.49,649.5735156023740,673.327123161939,0.44537570611082500,470.9601880630820,402.4983791648110,61.997376439948300,220.65240752908700,392.4888599902270,116.69869363191300,33.40511233667170,20.899803366542600
51504446,53.269000,157.509366,157.509366,1188.59,1028.57,1188.78,1030.51,0.09,0.02,1400.46,649.5687208646940,673.3321764962640,0.4403254162096680,471.02913783101000,402.44555951106300,62.06845426980930,220.7501886424990,392.1480638896270,116.43773410315200,33.388613313411200,20.866720447346200
51504545,53.369000,157.381034,157.381034,1188.51,1028.49,1188.75,1030.44,0.09,0.02,1400.52,649.5687208646940,673.3321764962640,0.4403254162096680,471.02913783101000,402.44555951106300,62.06845426980930,220.7501886424990,392.1480638896270,116.43773410315200,33.388613313411200,20.866720447346200
51504645,53.469000,157.250404,157.250404,1188.43,1028.51,1188.89,1030.5,0.09,0.01,1400.59,649.5674723992310,673.3370588607200,0.43600525864511600,471.0340088043860,402.45105760894200,62.04222852839470,220.7633674539620,392.16366592786700,116.51004571573300,33.38777079465740,20.870636605667000
51504746,53.569000,157.116735,157.116735,1188.51,1028.51,1188.79,1030.43,0.09,0.01,1400.52,649.5674723992310,673.3370588607200,0.43600525864511600,471.0340088043860,402.45105760894200,62.04222852839470,220.7633674539620,392.16366592786700,116.51004571573300,33.38777079465740,20.870636605667000
51504846,53.669000,156.977075,156.977075,1188.49,1028.49,1188.76,1030.55,0.09,0.01,1400.69,649.5674553215760,673.3124991862110,0.4441515919445270,471.0088643835050,402.48207833970800,62.06443932204060,220.74485735960100,392.26665999638600,116.52802382305200,33.39687864264990,20.868808652814000
51504945,53.769000,156.838594,156.838594,1188.47,1028.57,1188.9,1030.59,0.09,0.01,1400.7,649.5690141939430,673.340810830362,0.4355849714329770,470.9472781606800,402.49294816496100,62.00230368047960,220.64780073948800,392.50975313461800,116.73481373039600,33.4044931041045,20.906982183059500
51505046,53.869000,156.695009,156.695009,1188.43,1028.53,1188.88,1030.64,0.09,0.01,1400.57,649.5710137474130,673.3144395755300,0.4866942920187800,470.9657296205140,402.5168263589060,61.9793593908537,220.65869785575300,392.48886959378500,116.68283855842300,33.4069535711193,20.89190040395240
51505146,53.969000,156.547827,156.547827,1188.47,1028.54,1188.81,1030.55,0.09,0.01,1400.56,649.5698094481870,673.3229053982470,0.45734852278173800,470.90179224876600,402.45322284893900,61.85864485270360,220.70277940109500,392.4168255091770,116.60342912363900,33.40919397858380,20.884500375893500
51505246,54.068000,156.396878,156.396878,1188.36,1028.53,1188.85,1030.56,0.09,0.01,1400.53,649.5666958452940,673.3050913552790,0.5081842382848560,471.0590658289240,402.40631962947400,62.02545308843580,220.82580385658100,392.09504866505600,116.36257077300300,33.382720213030300,20.87492817473270
51505345,54.169000,156.244205,156.244205,1188.28,1028.46,1188.74,1030.58,0.08,0.02,1400.55,649.5855426036680,673.3341729085670,0.47530635344679400,471.0968909448000,402.37805431746400,62.047576049061200,220.85066033649500,392.00935704785700,116.37242421604900,33.374349787621600,20.878665391401200
51505445,54.269000,156.087972,156.087972,1188.3,1028.45,1188.73,1030.53,0.08,0.02,1400.64,649.5938318765100,673.3557308438310,0.6127419825158800,471.11353401484500,402.3607376356400,62.02835284319370,220.84744289330700,391.91889365775600,116.66655448816000,33.369341957617400,20.87215185433350
51505546,54.369000,155.929825,155.929825,1188.29,1028.6,1188.67,1030.61,0.08,0.02,1400.57,649.5938318765100,673.3557308438310,0.6127419825158800,471.11353401484500,402.3607376356400,62.02835284319370,220.84744289330700,391.91889365775600,116.66655448816000,33.369341957617400,20.87215185433350
51505646,54.469000,155.767061,155.767061,1188.21,1028.4,1188.66,1030.51,0.08,0.02,1400.65,649.5817683149210,673.3480006193870,0.5039544169997660,471.0256516595160,402.46420709251100,62.04158474752090,220.76843190007500,392.2140855584060,116.47809891166400,33.391325649940500,20.87191936536
51505747,54.569000,155.600367,155.600367,1188.27,1028.56,1188.74,1030.59,0.08,0.02,1400.53,649.563836779856,673.3259431840370,0.41310425181272000,470.9803858427570,402.4892747863860,62.03093015299350,220.75357593325100,392.3147855067500,116.52220299959400,33.39993690804700,20.871701256394000
51505846,54.669000,155.430833,155.430833,1188.22,1028.64,1188.71,1030.59,0.08,0.01,1400.66,649.5389145907290,673.3224168397480,0.4399327380812200,470.93738934328300,402.43583189996100,61.83591270874230,220.74577263735000,392.3435810353070,116.61327705030900,33.39774924303470,20.894551795946000
51505946,54.769000,155.259596,155.259596,1188.27,1028.53,1188.65,1030.55,0.07,0.01,1400.55,649.5731002515450,673.3417923890150,0.4491796520607090,471.0061865524120,402.47718571325000,62.07234275261460,220.75400093231600,392.2946486163550,116.54612316070400,33.39478258527710,20.880406223622300
51506046,54.869000,155.084064,155.084064,1188.16,1028.54,1188.66,1030.62,0.07,0.01,1400.62,649.5677996904090,673.3479130418480,0.4542119728830840,471.09643555584100,402.39622053169300,62.01476638384460,220.85739528390200,392.06105376446100,116.37420014996700,33.37223032089880,20.890500396235200
51506146,54.969000,154.901256,154.901256,1188.2,1028.49,1188.79,1030.59,0.07,0.01,1400.59,649.5720844589030,673.3179795565490,0.4590877978773520,471.1284794699060,402.37239621377100,61.93005231471510,220.84333944901200,391.91185072556300,116.74267546226300,33.368729725409200,20.8692842089105
51506246,55.068000,154.725577,154.725577,1188.15,1028.57,1188.72,1030.63,0.07,0.01,1400.59,649.5706839685240,673.313204145669,0.4625590980850790,471.1861533339820,402.3203035698620,61.85971507156180,220.89650137965900,391.7310567537940,116.5214199162510,33.3554207622111,20.8665351970114
51506346,55.170000,154.541812,154.541812,1188.07,1028.61,1188.92,1030.58,0.07,0.01,1400.58,649.5673142831100,673.3099484969740,0.4754445170946480,471.18774169114800,402.33509172928,61.88574261797590,220.9093133711550,391.7363083154050,116.41221997381600,33.35644152466200,20.8622058689554
51506447,55.269000,154.353538,154.353538,1188.19,1028.47,1188.67,1030.51,0.08,0.01,1400.62,649.5674618232780,673.3269696011430,0.45920302104116100,471.06152411134900,402.3309100824760,62.02555095928170,220.86094070100600,391.9173877352190,116.65368957137000,33.37301914979100,20.87064705226570
51506546,55.370000,154.162726,154.162726,1188.07,1028.47,1188.64,1030.53,0.08,0.01,1400.57,649.5564066034570,673.3164603716930,0.5165841381523550,471.0865458421880,402.33280425094700,62.10585110635860,220.86136083856400,391.9780430458600,116.47791868597900,33.368903918265800,20.892543377727600
51506646,55.469000,153.969662,153.969662,1188.04,1028.46,1188.62,1030.57,0.07,0.01,1400.39,649.5622903300430,673.3174918283440,0.4770515148602530,471.0594636780630,402.4279452103840,62.041057077022400,220.84157839690300,392.1237800822400,116.42058725578600,33.38290831410650,20.876031492613400
51506746,55.570000,153.773380,153.773380,1187.98,1028.52,1188.53,1030.54,0.07,0.01,1400.61,649.5811735081700,673.3458972931820,0.47712098528555900,471.05717687730300,402.4328377221940,62.05088604590800,220.84619294606100,392.1226251328480,116.42085262402400,33.38374531201850,20.872910066021400
51506846,55.669000,153.572596,153.572596,1188.0,1028.57,1188.7,1030.48,0.07,0.01,1400.61,649.5844472200630,673.3451268205460,0.49692914225590800,471.07823516825300,402.3303075455840,62.03230781762400,220.86496854907600,391.8956449744820,116.68869210093500,33.371237635899700,20.86949828450420
51506946,55.770000,153.371021,153.371021,1187.8,1028.63,1188.02,1030.52,0.07,0.01,1400.56,649.5844472200630,673.3451268205460,0.49692914225590800,471.07823516825300,402.3303075455840,62.03230781762400,220.86496854907600,391.8956449744820,116.68869210093500,33.371237635899700,20.86949828450420
51507046,55.870000,153.162245,153.162245,1187.32,1028.59,1187.92,1030.46,0.06,0.01,1400.55,649.5579382447730,673.3057707244590,0.453277208958371,471.18934671756600,402.3201274806000,61.79431064530980,220.91665052558100,391.4494408952620,116.21204779570000,33.3537741865972,20.805351669759100
51507146,55.970000,152.955169,152.955169,1187.2,1028.56,1187.62,1030.48,0.06,0.01,1400.46,649.5406295953430,673.3172696769390,0.4488907833487720,471.19189829651800,402.3324027222680,61.87022801475890,220.8511244013840,391.23530084889300,116.41531722703600,33.350919670470800,20.7600158386785
51507246,56.070000,152.742376,152.742376,1186.72,1028.52,1186.82,1030.52,0.06,0.01,1400.6,649.5820844538230,673.3257778376540,0.48268216887864200,471.4027877442300,402.0753534615300,61.52292531559040,221.07939310531800,390.43867988721200,116.40374316935300,33.300158089628800,20.73811622516440
51507346,56.170000,152.528561,152.528561,1186.71,1028.46,1186.98,1030.56,0.05,0.01,1400.58,649.573151930403,673.3798538591670,0.5643203356933980,471.42302931905700,401.99383746487600,61.458627147463800,221.1132992394940,389.83240863253800,115.96655122406100,33.28271576542970,20.65301042366990
51507446,56.269000,152.308848,152.308848,1186.64,1028.56,1187.06,1030.51,0.05,0.01,1400.6,649.5467833473820,673.3494049048450,0.6012164496252080,472.08943290012400,401.40799388697100,61.59847767609180,221.58479115011100,388.09969660386500,115.67308407766900,33.12675036783450,20.705465319364000
51507546,56.370000,152.088967,152.088967,1186.49,1028.63,1186.56,1030.59,0.04,0.01,1400.53,649.5667938704430,673.3085660076190,0.4600014944674660,472.3173856569860,401.2322303960870,61.3578791717442,221.79939322358800,387.3504380366060,115.72595770042100,33.083012813751700,20.66232376162030
51507647,56.470000,151.864157,151.864157,1184.83,1028.39,1185.96,1030.46,0.04,0.01,1400.67,649.5667938704430,673.3085660076190,0.4600014944674660,472.3173856569860,401.2322303960870,61.3578791717442,221.79939322358800,387.3504380366060,115.72595770042100,33.083012813751700,20.66232376162030
51507748,56.570000,151.634534,151.634534,1184.56,1028.51,1184.87,1030.44,0.03,0.01,1400.63,649.5680056535790,673.3116621844410,0.44486892909074900,472.6286018747010,400.77155444724900,61.266877591263900,222.22443652707500,385.60394418197000,114.99941310803900,32.99257466697060,20.548536352299100
51507848,56.670000,151.405958,151.405958,1184.68,1028.59,1185.22,1030.45,0.03,0.01,1400.53,649.5680056535790,673.3116621844410,0.44486892909074900,472.6286018747010,400.77155444724900,61.266877591263900,222.22443652707500,385.60394418197000,114.99941310803900,32.99257466697060,20.548536352299100
51507949,56.769000,151.169896,151.169896,1184.58,1028.56,1184.77,1030.48,0.02,0.01,1400.54,649.5612024145460,673.3208790935900,0.5103137640930990,472.8390488158320,400.64819109048700,60.94585187022110,222.3252433226830,383.9230154391230,114.47784980725200,32.947714092546000,20.28497406205310
51508048,56.870000,150.932288,150.932288,1184.09,1028.57,1184.23,1030.57,0.01,0.01,1400.62,649.5377133354200,673.3301518364540,0.5648260770439500,474.0163274541760,399.54873621616300,60.50310312025690,223.41327226878700,380.05229869251100,113.78905228622800,32.663950108553800,20.223558472939100
51508148,56.970000,150.694359,150.694359,1183.87,1028.53,1184.57,1030.46,0.0,0.01,1400.7,649.566313596935,673.3488785540460,0.503445572503666,474.2689201264530,399.20675539915900,60.5258895106548,223.63546756231900,379.3500580251570,113.62255290876600,32.596468267315700,20.27720722224060
51508249,57.070000,150.453166,150.453166,1183.9,1028.61,1184.14,1030.48,0.0,0.01,1400.59,649.566313596935,673.3488785540460,0.503445572503666,474.2689201264530,399.20675539915900,60.5258895106548,223.63546756231900,379.3500580251570,113.62255290876600,32.596468267315700,20.27720722224060
51508349,57.172000,150.206060,150.206060,1183.72,1028.6,1183.95,1030.46,0.0,0.01,1400.55,649.5450116447670,673.3875985686400,0.46684962908041300,474.60108319849400,398.9885075264090,60.235712387750600,223.9109431088000,378.2974723018040,113.39852787710600,32.519664505078,20.242384299422700
51508448,57.272000,149.957920,149.957920,1183.74,1028.43,1183.97,1030.51,-0.01,0.01,1400.53,649.5132234918890,673.2762812553510,0.5595849513905450,474.2611376123400,399.2485249288800,60.38903584933530,223.5720029516000,378.94197171213700,113.35605806111500,32.60059720938240,20.167790939219400
51508548,57.372000,149.704280,149.704280,1181.66,1028.42,1182.37,1030.32,-0.01,0.01,1400.61,649.5395644297580,673.3316903838600,0.45582557304586000,474.20539140681500,399.4182278208080,60.43607099560940,223.51936832889900,379.326122730987,113.59834914050500,32.62362890510880,20.170367538655700
51508648,57.472000,149.450793,149.450793,1181.42,1028.57,1181.84,1030.48,-0.01,0.01,1400.65,649.5264702073300,673.3327509517620,0.5304215834063120,473.7858165841960,399.6503912770410,60.623161871498600,223.25218118754000,379.5685039320750,113.5096722637370,32.70588535005330,20.005401110898600
51508748,57.572000,149.192013,149.192013,1181.64,1028.52,1182.09,1030.48,-0.01,0.01,1400.57,649.5343165502180,673.3420841376510,0.5308799234477630,473.85210781115800,399.6602296712170,60.557240223401800,223.27006847977600,378.71777470152700,113.14423583690800,32.69726926884660,19.82805520142860
51508848,57.673000,148.932400,148.932400,1182.02,1028.5,1182.14,1030.44,-0.01,0.01,1400.6,649.5343165502180,673.3420841376510,0.5308799234477630,473.85210781115800,399.6602296712170,60.557240223401800,223.27006847977600,378.71777470152700,113.14423583690800,32.69726926884660,19.82805520142860
51508948,57.772000,148.668028,148.668028,1180.9,1028.51,1181.22,1030.37,-0.01,0.01,1400.49,649.595987613308,673.2677493428370,0.44370279616660900,476.2666951566950,397.33361529933700,59.62614555981290,225.5427429134260,371.6412808475370,111.91865045204300,32.13517262636240,19.878829529440900
51509048,57.871000,148.399656,148.399656,1180.03,1028.6,1180.48,1030.5,0.0,0.02,1400.61,649.5521543977520,673.2499565748430,0.5048422942793320,477.70796736968600,396.02468421343600,59.07679052817910,227.03733594846200,367.29983067705200,110.9025063757540,31.793615467801800,19.875644263334500
51509149,57.972000,148.129214,148.129214,1180.08,1028.62,1180.81,1030.5,0.0,0.02,1400.56,649.5546715527230,673.261315095977,0.5568222983683930,477.66251506338400,395.96212929263700,59.03787939100820,227.0270545775010,366.33555719303400,110.94369537819600,31.793936775784800,19.670713649657300
51509249,58.072000,147.850333,147.850333,1179.91,1028.51,1180.6,1030.48,0.01,0.02,1400.61,649.5891934592350,673.2389907261970,0.453083295774923,477.7416945828820,396.0295398200180,59.04582854910270,227.1667795071420,366.5493641429430,110.72450792962400,31.795574305613000,19.698840038234600
51509349,58.172000,147.583012,147.583012,1179.89,1028.59,1180.43,1030.5,0.01,0.02,1400.55,649.5891934592350,673.2389907261970,0.453083295774923,477.7416945828820,396.0295398200180,59.04582854910270,227.1667795071420,366.5493641429430,110.72450792962400,31.795574305613000,19.698840038234600
51509448,58.271000,147.302254,147.302254,1179.29,1028.54,1179.66,1030.45,0.02,0.02,1400.58,649.5596802903160,673.3183926786320,0.5474683707441550,477.0192570278890,396.6476804440610,59.087128141600200,226.28794757863000,368.4823678860140,110.66628796766500,31.94894225904620,19.692797509952500
51509548,58.372000,147.020461,147.020461,1179.08,1028.53,1178.86,1030.47,0.02,0.02,1400.53,649.5789079287600,673.2314192579690,0.4879742751013400,476.7041377571880,396.8768076350530,59.20156838507240,226.07426124173800,368.6187380818770,110.90445725136800,32.028208714458400,19.510752672315700
51509648,58.472000,146.736656,146.736656,1179.28,1028.56,1179.07,1030.45,0.02,0.02,1400.54,649.5712991446000,673.3004338887980,0.5417589905502680,476.6211206324350,396.99765046138900,59.30214725486010,225.90634865887100,367.96660709745100,110.55629575250500,32.04427713148780,19.30640460739540
51509749,58.572000,146.443333,146.443333,1179.42,1028.58,1179.05,1030.42,0.02,0.02,1400.59,649.57279398874,673.2659742223760,0.5614553158373160,476.795872354517,396.7960566016620,59.22565421309170,226.09090948821600,367.04346446047600,110.3401368599440,32.00288293338460,19.226270916099200
51509849,58.673000,146.158589,146.158589,1179.38,1028.63,1179.05,1030.51,0.02,0.01,1400.73,649.57279398874,673.2659742223760,0.5614553158373160,476.795872354517,396.7960566016620,59.22565421309170,226.09090948821600,367.04346446047600,110.3401368599440,32.00288293338460,19.226270916099200
51509948,58.772000,145.860729,145.860729,1179.09,1028.67,1179.1,1030.49,0.02,0.01,1400.59,649.595280788097,673.258724417912,0.5238939020742580,478.3751439226140,395.3916836450270,58.72389121999920,227.8443574687010,362.5849705162010,109.77321352668600,31.64114636448810,19.257341222535700
51510048,58.873000,145.566855,145.566855,1178.98,1028.65,1179.06,1030.4,0.02,0.01,1400.55,649.5661172185290,673.2554688515900,0.5553524440597540,478.86811791061600,394.8749490166700,58.538837427884300,228.24654760799800,361.445513292421,109.08169734056700,31.515887487832900,19.37061075427690
51510148,58.972000,145.267007,145.267007,1178.79,1028.63,1179.05,1030.4,0.03,0.01,1400.59,649.5781776261100,673.2688097636620,0.5420172487099820,478.7234984578980,394.96337579657400,58.49225857260540,228.14442485714800,361.6718274425450,108.92950711118500,31.546208453064300,19.339674702174200
51510248,59.072000,144.964197,144.964197,1175.96,1028.56,1177.0,1030.36,0.03,0.01,1400.54,649.5590413801460,673.2428320067160,0.5364007315132100,477.9641755777000,395.6933687978810,58.70401537149610,227.35427205440600,363.9325215290430,109.82939336207900,31.726415874254200,19.32433881773400
51510348,59.173000,144.658490,144.658490,1175.39,1028.6,1175.82,1030.31,0.02,0.01,1398.72,649.5702678894230,673.2385955411110,0.5647278530952700,477.6727164633720,395.9049437333280,58.8972469771759,226.98946545390900,364.7549635693800,110.1739552858150,31.791553265315700,19.33360963186690
51510449,59.272000,144.351743,144.351743,1175.87,1028.54,1176.23,1030.45,0.02,0.01,1397.89,649.611773509971,673.2281214988260,0.4478794341877100,477.2582685650170,396.2731895937100,58.933203211472600,226.8097903225660,362.92584140972600,109.3049168388760,31.89466798433780,18.62631169129710
51510548,59.372000,144.028523,144.028523,1176.19,1028.52,1176.12,1030.47,0.02,0.01,1398.21,649.611773509971,673.2281214988260,0.5356416611379810,477.2582685650170,396.2731895937100,58.933203211472600,226.8097903225660,362.92584140972600,109.3049168388760,31.89466798433780,18.62631169129710
51510648,59.472000,143.726878,143.726878,1175.28,1028.41,1174.61,1030.49,0.02,0.01,1398.78,649.5643582704680,673.2222643071890,0.5620236164135640,480.99481109360900,392.98295182676900,57.46483519646000,230.78684952845900,352.1376835884530,107.10972878767500,31.027749441111100,18.673017078383500
51510749,59.572000,143.400139,143.400139,1174.79,1028.58,1175.16,1030.49,0.02,0.0,1399.09,649.5869212400480,673.2069161440590,0.5581908450189670,482.1453211851560,392.0134906593500,57.10707978168570,231.88986235937300,349.58645909991200,106.52426102984900,30.772431940343800,18.83299314043090
51510849,59.672000,143.090042,143.090042,1174.59,1028.5,1175.27,1030.43,0.02,0.0,1399.26,649.5869212400480,673.2069161440590,0.5581908450189670,482.1453211851560,392.0134906593500,57.10707978168570,231.88986235937300,349.58645909991200,106.52426102984900,30.772431940343800,18.83299314043090
51510949,59.772000,142.763246,142.763246,1173.98,1028.52,1174.26,1030.43,0.02,0.0,1399.65,649.6114155833430,673.2104831038170,0.5025584978687670,483.5075808068560,390.6939068451700,56.50570876323500,233.56483156085700,345.3030259223270,105.88551082494600,30.45313015136750,18.800711027338300
51511048,59.873000,142.432903,142.432903,1173.33,1028.59,1173.38,1030.55,0.01,0.0,1398.7,649.5681484881540,673.2151287291710,0.5981231566895400,482.2118468377150,391.8738003887410,56.907372588644500,232.2166433419130,347.9941875497910,106.11338814347500,30.746359907593000,18.552027648079000
51511148,59.972000,142.107540,142.107540,1173.47,1028.61,1173.53,1030.51,0.02,0.0,1398.53,649.5405235205730,673.2498270475660,0.4316231803277800,481.6856918240780,392.3577251105900,57.14181161375910,231.52861513363100,349.7589868971410,105.84388020156400,30.861594099121800,18.612731793730300
51511248,60.072000,141.780669,141.780669,1173.57,1028.53,1173.58,1030.49,0.02,0.0,1398.77,649.5682978369400,673.2260312548350,0.5510150811537750,480.42352366414000,393.4172831995040,57.61266608639020,230.0618885687830,352.55859738718000,106.96893838251100,31.153019721295600,18.42507767250280
51511348,60.173000,141.447633,141.447633,1173.77,1028.56,1173.55,1030.49,0.02,0.0,1399.18,649.5948454529680,673.2036940802240,0.4362006145799830,480.5517086941380,393.3617031325000,57.592698131815000,230.26606336032400,352.8823532737600,106.50204791376600,31.134762525096900,18.543431125647700
51511448,60.272000,141.109167,141.109167,1174.1,1028.56,1173.67,1030.47,0.02,0.0,1399.54,649.6062762568120,673.2095168568200,0.5281884960777800,481.60062065074600,392.448048515485,57.1648773986434,231.3441500798760,349.56907216560100,106.22864571943100,30.896000557926700,18.485343026929800
51511548,60.372000,140.771002,140.771002,1171.58,1028.48,1172.0,1030.42,0.02,0.0,1399.75,649.5528804209870,673.1867923893110,0.510416304217001,482.2628719930670,391.93545340960500,56.983966146654900,232.03197973875400,348.02197263364000,106.29292866732600,30.744439396922100,18.557534769861200
51511648,60.472000,140.413526,140.413526,1170.95,1028.5,1170.95,1030.46,0.03,0.0,1398.05,649.5617788780020,673.2206081992690,0.5938250576761870,483.5483814135250,390.6878478110070,56.47409758762000,233.6177276282350,343.93053570054900,105.21228792430900,30.4380649736315,18.527400281088300
51511748,60.572000,140.081741,140.081741,1171.04,1028.51,1171.09,1030.45,0.03,0.0,1397.37,649.5672845358190,673.214204440198,0.517750206292165,483.63662851740700,390.64629076874300,56.392705547415600,233.85599771878000,342.69167686114800,104.49710771608600,30.422477671067000,18.287242120144000
51511849,60.672000,139.733824,139.733824,1171.14,1028.53,1171.46,1030.55,0.03,0.0,1397.69,649.5910249530240,673.1912757681450,0.5524534477401450,484.84084863577600,389.69963698205100,55.87054020788380,235.1019105706150,339.3307107354850,103.84684181747700,30.162863248178800,18.271468575760400
51511949,60.772000,139.383500,139.383500,1170.33,1028.51,1169.99,1030.36,0.03,0.0,1398.24,649.5915952589100,673.2402825966910,0.5654476591117210,485.1243649073710,389.4297973866020,55.84904329831730,235.5567336461900,338.09606037052400,104.01816298807900,30.092148944437900,18.192603716253600
51512049,60.872000,139.028827,139.028827,1170.0,1028.57,1170.17,1030.49,0.03,0.0,1398.68,649.6101022148720,673.2198833156200,0.4567372460081160,485.65248190718600,388.9533235776360,55.665727431847500,236.20737549735000,336.57989213886300,103.6701702899980,29.9752394876897,18.19195083401800
51512148,60.972000,138.671996,138.671996,1169.87,1028.51,1170.1,1030.48,0.03,0.0,1399.02,649.5765725994200,673.184085103567,0.5337927058275820,485.3698584711220,389.21449689600300,55.637933436904600,236.08156985583900,336.09692341039700,103.50516250511900,30.038844551902200,17.893789965950200
51512248,61.072000,138.312543,138.312543,1169.37,1028.59,1168.98,1030.44,0.02,0.0,1399.44,649.5986453503640,673.1687581456780,0.5540331717374450,485.2802559219820,389.3803935230250,55.77191723041510,235.8342494855130,337.2222234490980,103.48646041843400,30.07158619885640,18.04666343485140
51512348,61.172000,137.950115,137.950115,1169.3,1028.42,1169.33,1030.44,0.02,0.0,1399.59,649.5773138974870,673.19666299427,0.5910858164421810,484.88926290272600,389.53303395856600,55.77802693207980,235.53783856502100,336.8615525275800,103.5294720918270,30.138385081380100,17.79575467812930
51512448,61.272000,137.584841,137.584841,1168.56,1028.52,1168.87,1030.47,0.02,0.0,1399.78,649.6261155431060,673.2409546772390,0.5455511190886160,485.21542281554400,389.4060902531130,55.86331216384590,235.73361442839400,336.73126619361800,103.30380461014800,30.081469142000000,17.914906779068500
51512548,61.372000,137.216921,137.216921,1168.29,1028.46,1167.95,1030.35,0.02,0.0,1398.23,649.6036150632700,673.2060595929310,0.4413194094181030,485.18346505430300,389.34926399898500,55.627301122945800,235.83327016249600,335.7766914724260,103.34183578697500,30.08097850426160,17.712447311543500
51512648,61.472000,136.846292,136.846292,1168.46,1028.49,1168.14,1030.54,0.02,0.0,1397.23,649.5793254284000,673.1533581803170,0.5658380294786120,486.16770796478200,388.4837731574350,55.29244397077750,237.05082987318200,332.5937501032780,102.54956240879300,29.857530941006200,17.639864621352600
51512748,61.572000,136.472689,136.472689,1168.6,1028.54,1168.26,1030.46,0.02,0.0,1397.84,649.5817981167310,673.1394413074000,0.5520299096206880,486.40729158996700,388.15404876985300,55.17137314273800,237.50136636584700,330.8150437494270,102.04958341051600,29.794221511437900,17.43897736522060
51512848,61.672000,136.096824,136.096824,1168.42,1028.62,1168.22,1030.59,0.02,0.0,1398.31,649.6046748844050,673.1164514242150,0.47617113503793600,487.8816706311060,387.0529968742500,54.69046148648910,239.28332348423900,327.5253130186080,101.29747764492500,29.481196232902000,17.571497894740400
