ezloophw-py logger started on:,2026-2-3_163049
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1030., 1030., 1030., 1030.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,FILpressure_0,FILpressure_1,FILpressure_2,FILpressure_3,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
59453601,0.901000,0.000000,0.000000,1029.99,1029.61,1029.37,1029.22,0.0,0.0,0.73,0.72,0.56,0.58,1345.04,1033.93,1033.88,1032.91,1032.99,634.5019524012747,666.3028502668029,-0.19955320350935526,615.6048973898407,316.19910845703646,7.161132972385481,592.7335142847024,40.92398045216278,3.8837939548866354,3.0895753127050787,-1.429608729607736
59453701,1.004000,0.000000,0.000000,1027.79,1027.43,1027.85,1027.7,0.0,0.0,0.38,0.35,0.27,0.28,1346.22,1031.87,1031.72,1031.21,1031.22,634.4927303149553,666.315027018394,-0.2389626851589354,615.7833171641806,316.2439685004875,7.006969626568026,593.2470978102369,40.762337328497786,3.7094104419225595,3.059240395886856,-1.4417213363572436
59453802,1.102000,0.000000,0.000000,1027.19,1026.91,1027.91,1027.72,0.0,0.0,0.11,0.08,0.08,0.08,1347.34,1030.3,1030.1,1030.1,1030.04,634.4932562025494,666.3211980330677,-0.23363715262196147,616.1561533695942,316.2115996993282,6.898355603575204,593.9678410374845,40.75404049620213,3.6295164813680194,2.998145406463551,-1.3910160854442442
59453901,1.204000,0.000000,0.000000,1027.19,1026.94,1027.77,1027.83,0.0,0.0,0.07,0.1,0.05,0.04,1344.53,1029.26,1029.04,1029.32,1029.3,634.4953635709643,666.3228070831317,-0.22734118987518961,616.4706423395804,316.1746087573276,6.904644870880798,594.9098203974081,40.62696124706784,3.317620497502233,2.946837020301548,-1.419558030535235
59454001,1.302000,0.000000,0.000000,1027.24,1026.9,1027.88,1027.84,0.0,0.0,0.18,0.23,0.13,0.13,1345.42,1028.58,1028.32,1028.84,1028.81,634.4954548808442,666.2986466265362,-0.21982058660797377,616.7408748793957,316.2099614142273,6.850926959035959,595.4767637518763,40.65288369063182,3.305739768409435,2.9032407130726674,-1.3938418293451313
59454101,1.402000,0.000000,0.000000,1027.29,1026.89,1027.92,1027.99,0.0,0.0,0.26,0.31,0.19,0.17,1346.52,1028.15,1027.84,1028.53,1028.54,634.4966600677128,666.3207367179331,-0.24871996036119723,616.7608572259085,316.21615880511035,6.8738516856420375,595.4469140201941,40.63085545576784,3.359234762137917,2.9000440778979475,-1.3775998020743865
59454202,1.501000,0.000000,0.000000,1027.45,1027.13,1027.78,1027.89,0.0,0.0,0.3,0.35,0.23,0.21,1347.52,1027.91,1027.6,1028.28,1028.32,634.5097823886058,666.302556900816,-0.24161892459380327,616.4143687140856,316.1783234250894,6.931725221932138,595.0022108553555,40.6759906921651,3.4736372509118523,2.958576071880016,-1.4730337305944525
59454301,1.602000,0.000000,0.000000,1027.85,1028.21,1027.87,1027.9,-0.0,-0.0,0.3,0.32,0.25,0.24,1348.41,1027.89,1027.81,1028.14,1028.18,634.48827678765,666.3236294875526,-0.2158613465476447,616.074435839926,316.2530729309032,7.093880613595457,594.0617301084848,40.7163094729412,3.4939063269184274,3.0110043238619153,-1.4543346706735383
59454401,1.705000,0.000000,0.000000,1028.11,1028.88,1027.82,1027.87,-0.0,-0.0,0.29,0.26,0.27,0.26,1349.37,1027.96,1028.17,1028.03,1028.07,634.5044708641275,666.3105515352868,-0.20972828343975372,615.8110221415499,316.27125018714696,7.085763756505072,593.2511825711673,40.838183759527354,3.710372136940673,3.0569117355707007,-1.4313622773277386
59454501,1.807000,0.000000,0.000000,1028.07,1028.81,1027.93,1027.82,-0.0,-0.0,0.29,0.22,0.28,0.27,1350.23,1028.0,1028.38,1028.0,1027.99,634.5050918218369,666.3204541933384,-0.2205530893852468,615.6868907810897,316.26201371233105,7.077174508322601,593.0145185919021,40.840113366536805,3.6784301638500496,3.077105292357884,-1.4483071286097173
59454601,1.901000,0.000000,0.000000,1028.07,1028.81,1027.96,1027.95,-0.0,-0.0,0.28,0.2,0.28,0.27,1351.3,1028.02,1028.53,1027.99,1027.98,634.5070404720013,666.3032390673777,-0.23269766274813974,616.0131386134856,316.25973200794243,7.0147731916599945,593.5602732183568,40.76470885695831,3.743051844379077,3.0243047703437234,-1.3892970572668508
59454701,2.002000,0.000000,0.000000,1028.12,1028.76,1027.96,1027.93,-0.0,-0.0,0.28,0.19,0.29,0.28,1352.18,1028.06,1028.6,1027.98,1027.96,633.9141765529356,665.96984755619,-0.13250110451853073,616.2992727761733,315.960836819526,6.695048030768441,594.8707531664511,40.64463755081407,3.3406005167482102,2.881093965968723,-1.3116924847119993
59454805,2.102000,0.000000,0.000000,1028.14,1028.79,1027.94,1027.94,-0.0,-0.0,0.28,0.18,0.29,0.28,1353.13,1028.08,1028.67,1027.96,1027.95,633.4751081990662,665.9092567144927,0.12041498175684016,616.14762753953,314.47573303621954,6.5700111669230665,595.5771275071463,38.04748802902161,3.003526569820062,2.8226908498857464,-1.3895413670142682
59454906,2.205000,0.000000,0.000000,1028.13,1028.72,1027.94,1027.96,-0.0,-0.0,0.27,0.17,0.29,0.28,1353.13,1028.1,1028.68,1027.96,1027.96,633.4134866796019,667.2874113574092,-0.00046795858183931537,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455006,2.306000,0.000000,0.000000,1028.11,1028.71,1027.91,1027.93,-0.0,-0.01,0.27,0.17,0.29,0.28,1354.05,1028.1,1028.69,1027.94,1027.95,633.4134866796019,667.2874113574092,-0.00046795858183931537,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455105,2.405000,0.000000,0.000000,1028.1,1028.79,1027.8,1027.89,-0.0,-0.01,0.28,0.17,0.3,0.29,1354.9,1028.1,1028.73,1027.89,1027.93,633.4797118638836,667.3091831971993,0.10758532728120618,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455207,2.505000,0.000000,0.000000,1028.12,1028.84,1027.86,1028.0,-0.01,-0.01,0.28,0.16,0.31,0.28,1355.66,1028.11,1028.76,1027.88,1027.95,633.4797118638836,667.3091831971993,0.10758532728120618,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455305,2.607000,0.000000,0.000000,1028.08,1028.87,1027.91,1027.88,-0.01,-0.01,0.28,0.16,0.31,0.29,1356.56,1028.1,1028.8,1027.89,1027.93,633.4797118638836,667.3091831971993,0.10758532728120618,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455407,2.706000,0.000000,0.000000,1028.07,1028.9,1027.87,1027.87,-0.01,-0.01,0.28,0.15,0.31,0.29,1357.45,1028.09,1028.83,1027.88,1027.91,633.4797118638836,667.3091831971993,0.10758532728120618,616.6662688516216,314.4471867939406,6.3757446109589075,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455505,2.810000,0.000000,0.000000,1028.18,1028.9,1027.97,1027.9,-0.01,-0.01,0.28,0.15,0.3,0.3,1358.13,1028.12,1028.86,1027.91,1027.91,633.4608349806809,666.8394095244852,-0.04690000922132993,614.7068658687876,314.40231037137505,6.910466115368186,596.8070300958889,38.016156152664955,2.832981726235056,2.7357794499398547,-1.3623999536870093
59455605,2.906000,0.000000,0.000000,1028.15,1028.76,1027.88,1027.8,-0.01,-0.01,0.28,0.15,0.31,0.3,1358.99,1028.13,1028.82,1027.9,1027.87,633.4384716837303,666.4869065537188,-0.1566374557434814,614.9631627544445,314.3906023312651,6.808825145403089,592.7191039674519,37.5280246778773,3.067310669714793,3.003687604483505,-1.4139087650968536
59455706,3.006000,0.000000,0.000000,1028.2,1028.82,1027.9,1027.87,-0.01,-0.01,0.27,0.16,0.31,0.3,1359.77,1028.15,1028.82,1027.9,1027.87,633.53631005087,666.2446236176683,-0.1203039712435844,615.5015752059248,314.4754956518278,6.810239671100865,593.946989121252,37.78756517832314,3.1133748425114267,2.9349086858282623,-1.415349142365951
59455805,3.106000,0.000000,0.000000,1028.23,1028.75,1027.91,1027.83,-0.01,-0.0,0.27,0.16,0.31,0.31,1360.56,1028.18,1028.8,1027.9,1027.86,633.4712135708155,665.8996574040208,0.11058169517005242,616.1619481039678,314.47044554857206,6.5528005385917565,595.5468250042253,38.033127903187214,2.9003720168830536,2.8197628803392085,-1.374626832143508
59455905,3.206000,0.000000,0.000000,1028.14,1028.76,1027.83,1027.84,-0.01,-0.0,0.27,0.16,0.31,0.31,1361.41,1028.17,1028.79,1027.88,1027.85,633.5227694553668,665.5693616618194,0.0025544782094149027,616.604778937297,314.49676793992194,6.365761302693763,596.7188844895177,38.31240945973594,3.0478799084573467,2.7589170528131612,-1.3995163114906815
59456005,3.307000,0.000000,0.000000,1028.21,1028.81,1027.91,1027.88,-0.01,-0.0,0.27,0.16,0.31,0.31,1361.81,1028.18,1028.79,1027.89,1027.86,633.5761122289992,665.4156563176891,-0.07282340362464598,616.8144322376445,314.6164990467576,6.326269294480841,597.2204657232637,38.652696169868086,2.857290023437927,2.7355928202642414,-1.4098894590360054
59456105,3.406000,0.000000,0.000000,1028.04,1028.76,1027.93,1027.87,-0.01,-0.0,0.28,0.16,0.31,0.31,1362.73,1028.13,1028.78,1027.9,1027.86,633.629895176343,665.63716939917,-0.012335355935209524,616.6028699663085,315.00036859032497,6.68283331342179,596.9122727856878,39.15820596495717,3.0562496190414765,2.780115854022262,-1.4771804763557181
59456205,3.506000,0.000000,0.000000,1028.02,1028.85,1027.92,1027.88,-0.01,-0.0,0.29,0.16,0.31,0.31,1363.43,1028.1,1028.81,1027.91,1027.87,633.669028128378,665.8453036242229,-0.16420479985275552,616.3194556984903,315.34936383152836,6.672948519723694,595.8999294325955,39.6693410023636,3.22955083718828,2.8338318847162087,-1.4315203521850952
59456306,3.607000,0.000000,0.000000,1028.04,1028.87,1027.95,1027.94,-0.01,-0.0,0.29,0.16,0.31,0.31,1364.22,1028.08,1028.83,1027.92,1027.89,633.7197136385594,666.1138679313921,-0.18484373566146295,615.8864025395716,315.82386370178904,6.687500571469013,594.6158883094253,40.19080492920371,3.2529362231992467,2.9144196530325543,-1.4160881616088483
59456406,3.706000,0.000000,0.000000,1028.17,1028.68,1027.82,1027.91,-0.01,-0.0,0.29,0.17,0.32,0.31,1364.72,1028.11,1028.78,1027.89,1027.9,634.1630802069814,666.2434119296108,-0.19306333415038263,615.8714685246131,316.1242470739527,6.882109139729597,593.9155341972992,40.55534806099532,3.4202210146544414,2.990639481853438,-1.4258645494335331
59456507,3.806000,0.000000,0.000000,1028.3,1028.81,1027.9,1027.89,-0.01,-0.0,0.28,0.17,0.32,0.31,1365.5,1028.17,1028.79,1027.89,1027.9,634.1646202552047,666.2309436373985,-0.2223842571745712,615.7323731583225,316.1534514199964,6.901283300200738,593.5939456775808,40.615371349434845,3.4769778657876342,3.0139489210493955,-1.4342695774026293
59456607,3.907000,0.000000,0.000000,1028.21,1028.82,1027.86,1027.85,-0.01,-0.0,0.28,0.16,0.32,0.31,1366.07,1028.18,1028.8,1027.88,1027.88,634.1762718778665,666.2439903005557,-0.2234121115931568,616.0436385447991,316.1003897814891,6.9258649776457775,594.005454503989,40.58560550434774,3.373193219189302,2.9644869043915203,-1.355672190656028
59456707,4.007000,0.000000,0.000000,1028.25,1028.82,1027.94,1027.87,-0.01,-0.0,0.27,0.16,0.32,0.31,1366.73,1028.21,1028.81,1027.9,1027.88,634.182241228016,666.2574040560363,-0.20397200444617394,616.4350285008148,316.0509399608749,6.579294078385756,594.005454503989,40.58560550434774,3.373193219189302,2.9644869043915203,-1.355672190656028
59456808,4.108000,0.000000,0.000000,1028.25,1028.75,1027.93,1027.95,-0.0,-0.0,0.27,0.17,0.32,0.31,1367.42,1028.22,1028.79,1027.91,1027.9,634.1682981207454,666.2429940924382,-0.19763838040137227,616.9378260467028,316.07891867560744,6.582836817817845,596.2384758339675,40.40523813353505,3.117614572527435,2.8170727751807787,-1.3400683548842869
59456907,4.208000,0.000000,0.000000,1028.11,1028.83,1028.01,1027.8,-0.0,-0.0,0.28,0.17,0.31,0.32,1368.06,1028.18,1028.8,1027.94,1027.87,634.1796882683967,666.2478247902156,-0.2244363208883104,617.2943404823559,316.0175264236569,6.363726254287508,596.2384758339675,40.40523813353505,3.117614572527435,2.8170727751807787,-1.3400683548842869
59457008,4.307000,0.000000,0.000000,1028.25,1028.68,1027.83,1027.86,-0.0,-0.0,0.28,0.17,0.32,0.32,1368.55,1028.21,1028.76,1027.91,1027.86,634.1796358359431,666.2460174756374,-0.22156731745690564,617.3655370244988,316.0018699040715,6.500272084153892,597.6031640612074,40.335859557925495,3.1738518796745283,2.748476580269635,-1.3964594383165316
59457107,4.408000,0.000000,0.000000,1028.16,1028.83,1027.9,1027.88,-0.0,-0.0,0.28,0.17,0.32,0.32,1369.24,1028.19,1028.78,1027.9,1027.87,634.1858077000227,666.2595087002892,-0.1886930852129246,616.8644085017646,316.0356475325811,6.624447314760476,596.311414825154,40.38959676910753,3.1253170683281235,2.8314320048957864,-1.3986102742862752
59457208,4.514000,0.000000,0.000000,1028.19,1028.73,1027.81,1027.88,-0.0,-0.0,0.28,0.17,0.33,0.32,1369.9,1028.19,1028.77,1027.87,1027.87,634.1886994285788,666.2590292315309,-0.2067448056139879,616.4285181348453,316.0655561583267,6.641243542802215,596.311414825154,40.38959676910753,3.1253170683281235,2.8314320048957864,-1.3986102742862752
59457308,4.612000,0.000000,0.000000,1028.17,1028.79,1027.81,1027.92,-0.0,-0.0,0.28,0.17,0.33,0.32,1370.34,1028.18,1028.77,1027.85,1027.89,634.1886994285788,666.2590292315309,-0.2067448056139879,616.4285181348453,316.0655561583267,6.641243542802215,596.311414825154,40.38959676910753,3.1253170683281235,2.8314320048957864,-1.3986102742862752
59457407,4.708000,0.000000,0.000000,1028.03,1028.79,1027.85,1027.94,0.0,-0.0,0.29,0.17,0.34,0.32,1370.99,1028.13,1028.78,1027.85,1027.91,634.1566737758035,666.245735005081,-0.21145999813005892,616.1405084798134,316.08874198445864,6.8368308070528805,594.4334244822401,40.51803031817281,3.3206266530468187,2.9453668371520005,-1.3867665488509742
59457507,4.808000,0.000000,0.000000,1028.11,1028.87,1027.88,1027.84,0.0,-0.01,0.29,0.17,0.33,0.32,1371.42,1028.12,1028.81,1027.86,1027.88,634.1726192862051,666.2514371235454,-0.18831848942029825,615.9369086573492,316.15049462191973,6.844258118956452,594.1228588875769,40.61498424027292,3.366498914715062,2.9816711991143032,-1.4366972823216768
59457607,4.907000,0.000000,0.000000,1028.1,1028.74,1027.91,1027.82,0.0,-0.01,0.3,0.17,0.33,0.33,1372.1,1028.12,1028.79,1027.88,1027.86,634.1787709536512,666.2514744952466,-0.22673851403980344,616.1548577845532,316.07839145580806,6.820835333797178,594.3839765567735,40.53994371110634,3.2833145564325137,2.946496108387789,-1.3753158705218267
59457707,5.007000,0.000000,0.000000,1028.17,1028.73,1027.86,1027.83,0.0,-0.01,0.29,0.18,0.33,0.33,1372.59,1028.13,1028.77,1027.87,1027.85,634.1728515897796,666.2420669005461,-0.2300822655816159,616.4673517899673,316.0799124727948,6.7037500007003645,594.3839765567735,40.53994371110634,3.2833145564325137,2.946496108387789,-1.3753158705218267
59457807,5.109000,0.000000,0.000000,1028.22,1028.69,1027.82,1027.84,0.0,-0.01,0.29,0.18,0.34,0.33,1373.14,1028.16,1028.74,1027.85,1027.85,634.1636832071019,666.2493040496405,-0.21842521348047006,616.8816286828979,316.0590995026986,6.5763729540712985,596.1914425886307,40.40497517665019,3.1067699987234327,2.825282052509771,-1.3580775286559676
59457907,5.208000,0.000000,0.000000,1028.12,1028.7,1027.88,1027.82,0.0,-0.0,0.29,0.18,0.34,0.33,1373.67,1028.15,1028.73,1027.86,1027.84,634.1823571111291,666.2586531912432,-0.22770135085239185,617.2820679169979,316.01225382255717,6.511095338110404,596.1914425886307,40.40497517665019,3.1067699987234327,2.825282052509771,-1.3580775286559676
59458008,5.310000,0.000000,0.000000,1028.2,1028.64,1027.95,1028.0,0.0,0.0,0.29,0.19,0.33,0.32,1374.16,1028.17,1028.7,1027.89,1027.89,634.1823571111291,666.2586531912432,-0.22770135085239185,617.2820679169979,316.01225382255717,6.511095338110404,596.1914425886307,40.40497517665019,3.1067699987234327,2.825282052509771,-1.3580775286559676
59458108,5.410000,0.000000,0.000000,1028.17,1028.77,1027.93,1027.91,-0.0,0.0,0.29,0.19,0.33,0.32,1374.67,1028.17,1028.72,1027.9,1027.9,634.1726417045707,666.2526805611799,-0.1930620609742235,617.0952091199458,316.00573030695426,6.441605709010425,596.1914425886307,40.40497517665019,3.1067699987234327,2.825282052509771,-1.3580775286559676
59458210,5.508000,0.000000,0.000000,1028.15,1028.77,1027.94,1028.03,-0.0,0.0,0.29,0.18,0.33,0.32,1375.22,1028.16,1028.74,1027.92,1027.94,634.1647732968065,666.2392180509645,-0.22293084653159206,616.8767063412164,316.0386022112084,6.576129367189489,596.313390301767,40.39413894303847,3.0955959721037063,2.8261794883127225,-1.385947023560525
59458307,5.610000,0.000000,0.000000,1028.15,1028.81,1027.98,1028.01,-0.01,0.01,0.3,0.18,0.33,0.32,1375.77,1028.16,1028.76,1027.94,1027.97,634.1815796460554,666.2543240840508,-0.18643531666565288,616.4814399872921,316.0737291490393,6.606442463762369,595.475767681385,40.50268083378087,3.279245949735081,2.8935953804305004,-1.4281934709058968
59458408,5.708000,0.000000,0.000000,1028.09,1028.67,1027.88,1027.84,-0.01,0.01,0.3,0.19,0.33,0.32,1376.21,1028.13,1028.73,1027.92,1027.92,634.1741832999608,666.2577565024612,-0.17936943730110877,616.1752863801884,316.09952651618113,6.636454663959525,594.6944180114019,40.581174417480305,3.334699575156357,2.9425383096557702,-1.4270128365128727
59458507,5.808000,0.000000,0.000000,1028.16,1028.69,1027.86,1027.9,-0.01,0.01,0.3,0.19,0.34,0.33,1376.78,1028.14,1028.72,1027.9,1027.92,634.1743541386288,666.2553367276777,-0.20588409276269,616.127990861698,316.0875319183059,6.859621013477765,594.3810706691136,40.50722292364341,3.2132866836165337,2.9502040968717154,-1.3883661159980623
59458608,5.908000,0.000000,0.000000,1028.21,1028.52,1027.94,1027.94,-0.01,0.01,0.3,0.2,0.34,0.33,1377.25,1028.17,1028.65,1027.91,1027.92,634.1874551783652,666.2612604845485,-0.19554338437901092,616.2325829165216,316.10378548807284,6.713796733787156,594.6703734626728,40.56015704682998,3.4008031678182586,2.935359886771054,-1.396252009703245
59458707,6.008000,0.000000,0.000000,1028.22,1028.64,1027.84,1027.98,-0.01,0.01,0.29,0.2,0.34,0.32,1377.75,1028.18,1028.65,1027.89,1027.94,634.1897041087201,666.2407618123738,-0.23055952033227778,616.5289019663884,316.0934872177702,6.632513633006568,594.6703734626728,40.56015704682998,3.4008031678182586,2.935359886771054,-1.396252009703245
59458808,6.114000,0.000000,0.000000,1028.2,1028.6,1027.94,1027.96,-0.01,0.01,0.29,0.21,0.34,0.32,1378.23,1028.19,1028.63,1027.91,1027.95,634.1800148888931,666.2424019621815,-0.21894589272482246,616.8810271313218,316.0720251476593,6.588081836876566,596.1481826949016,40.40567017545953,3.1563084602838263,2.828205689997535,-1.3552979989851979
59458908,6.208000,0.000000,0.000000,1028.21,1028.67,1028.01,1027.93,-0.01,0.01,0.29,0.21,0.34,0.33,1378.71,1028.2,1028.64,1027.94,1027.94,634.1713588684812,666.2456941858462,-0.21707541635513322,617.2470610102769,315.98942878390295,6.441784709025452,597.2200182960113,40.379112199097875,3.095730246932008,2.796235260733149,-1.4129055213226849
59459008,6.319000,0.000000,0.000000,1028.2,1028.72,1027.88,1028.02,-0.01,0.01,0.3,0.2,0.34,0.32,1379.11,1028.2,1028.67,1027.92,1027.97,634.1688368210821,666.2456941858462,-0.21707541635513322,617.2470610102769,315.98942878390295,6.441784709025452,597.2200182960113,40.379112199097875,3.095730246932008,2.765954947268974,-1.3758542262420468
59459108,6.408000,0.000000,0.000000,1028.09,1028.7,1027.9,1027.95,-0.01,0.01,0.3,0.2,0.34,0.32,1379.6,1028.16,1028.68,1027.91,1027.96,634.1683833222609,666.2638155880542,-0.17988979100494962,617.078946444101,316.03087566813656,6.4360513837648075,597.2200182960113,40.379112199097875,3.095730246932008,2.765954947268974,-1.3758542262420468
59459208,6.509000,0.000000,0.000000,1028.15,1028.65,1027.84,1028.05,-0.01,0.01,0.3,0.2,0.35,0.32,1380.02,1028.16,1028.67,1027.89,1027.99,634.161820720846,666.2531928605432,-0.18008609911794138,616.8388264322615,316.0638363862767,6.629433866513501,596.2933075085111,40.39500970788683,3.0691310082417353,2.831970877809077,-1.4015840242590825
59459308,6.609000,0.000000,0.000000,1028.23,1028.67,1027.94,1027.95,-0.01,0.01,0.3,0.2,0.35,0.32,1380.59,1028.18,1028.67,1027.91,1027.98,634.1765558520233,666.2489958295787,-0.20477863044047617,616.5163161040651,316.06013031293793,6.586676649477914,595.538565734647,40.469246175443395,3.246970070001772,2.887015573566411,-1.4211179187048844
59459409,6.709000,0.000000,0.000000,1028.28,1028.62,1027.93,1028.02,-0.01,0.01,0.3,0.21,0.35,0.32,1380.94,1028.21,1028.65,1027.91,1027.99,634.1734747351718,666.2488018750595,-0.23608467780121087,616.2573910413281,316.07193270794875,6.6779535956807115,594.8999879248681,40.542298530934666,3.3393849984253925,2.9288676370226834,-1.4253734024294618
59459508,6.809000,0.000000,0.000000,1028.23,1028.68,1028.0,1028.0,-0.01,0.01,0.3,0.21,0.34,0.32,1381.4,1028.22,1028.66,1027.94,1027.99,634.1665448967656,666.2549426283277,-0.22250970848753826,616.1905865235594,316.05392755128963,6.830472351110973,594.5615629261034,40.56808123490757,3.470430093401012,2.9384363818543138,-1.3876591191019285
59459609,6.908000,0.000000,0.000000,1028.24,1028.7,1028.03,1028.07,-0.02,0.0,0.3,0.21,0.34,0.32,1381.69,1028.23,1028.67,1027.97,1028.02,634.1864600474233,666.2524285428026,-0.2260171374267143,616.2623428944287,316.08245489810304,6.6540277698639185,594.8334512690865,40.53345487571525,3.3277151569600885,2.9302362349852715,-1.4136450988464642
59459709,7.009000,0.000000,0.000000,1028.22,1028.67,1027.92,1028.01,-0.02,0.0,0.3,0.21,0.34,0.32,1382.04,1028.22,1028.67,1027.95,1028.02,634.1839925446162,666.2394965998903,-0.2122284477557956,616.532516479369,316.070443967386,6.687262508192915,594.8334512690865,40.53345487571525,3.3277151569600885,2.9302362349852715,-1.4136450988464642
59459809,7.109000,0.000000,0.000000,1028.1,1028.57,1027.93,1028.06,-0.02,0.0,0.31,0.21,0.34,0.32,1382.33,1028.18,1028.64,1027.95,1028.03,634.1817892070528,666.245634803697,-0.22942450691804062,616.8715495983741,316.0703303714724,6.599444530491384,596.133293764683,40.41444543355181,3.1543651076677506,2.830002502548509,-1.3576104270625171
59459910,7.210000,0.000000,0.000000,1028.25,1028.67,1027.96,1027.95,-0.02,0.0,0.3,0.21,0.34,0.33,1382.55,1028.21,1028.65,1027.95,1028.0,634.1761556149787,666.2492814648863,-0.22228363775091442,617.0942904930381,316.05261405785245,6.558212903248277,596.8558118107879,40.423865278349844,3.082014658918443,2.7925556060582455,-1.385613919730429
59460009,7.310000,0.000000,0.000000,1028.25,1028.68,1027.92,1027.98,-0.02,-0.0,0.3,0.21,0.35,0.33,1382.7,1028.22,1028.66,1027.94,1028.0,634.1664120662272,666.2568876526981,-0.23072127799953537,617.0917035208668,316.0496331085415,6.5148543233566265,597.1073136229064,40.362718533987476,3.138254638593737,2.789161973621026,-1.4273916874159829
