ezloophw-py logger started on:,2026-3-5_142622
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
51985745,0.000000,0.000000,0.000000,1028.22,1028.61,1029.94,1030.54,0.0,0.0,1404.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51985844,0.000000,0.000000,0.000000,1028.18,1028.62,1029.8,1030.52,0.0,0.0,1403.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51985944,0.098000,0.000000,0.000000,1028.27,1028.74,1029.92,1030.49,0.0,0.0,1403.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986044,0.198000,0.000000,0.000000,1028.19,1028.72,1029.86,1030.52,0.0,0.0,1402.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986144,0.298000,0.000000,0.000000,1028.18,1028.71,1029.87,1030.47,0.0,0.0,1401.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986244,0.398000,0.000000,0.000000,1028.29,1028.69,1029.77,1030.46,0.0,0.0,1401.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986344,0.499000,0.000000,0.000000,1028.29,1028.64,1029.89,1030.55,0.0,0.0,1400.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986444,0.598000,0.000000,0.000000,1028.27,1028.69,1029.84,1030.52,0.0,0.0,1400.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986544,0.699000,0.000000,0.000000,1028.22,1028.72,1029.88,1030.47,0.0,0.0,1400.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51986644,0.798000,0.000000,0.000000,1028.29,1028.66,1029.82,1030.5,0.0,0.0,1400.44,649.6006854373287,672.1778261480166,0.41083995761415176,649.7876224539456,329.0177481937731,0.820328804427922,656.3621156797556,41.864678039842424,-2.695156072077736,-0.0312119669959372,-1.2491584713448838
51986745,0.899000,0.000000,0.000000,1028.11,1028.58,1029.8,1030.56,0.0,0.0,1400.3,649.6476214203982,672.1565619347185,0.3535704071585911,649.795499932738,329.019533399128,0.837637000535878,656.4784286060751,41.90979257590294,-2.674131232044469,-0.024692217419269778,-1.2840237488849506
51986845,1.002000,0.000000,0.000000,1028.15,1028.6,1029.84,1030.56,0.0,0.0,1400.4,649.6030723650799,672.1781686042244,0.40395033511859935,649.7252514620048,329.01380269451886,0.8132829260551971,656.4940844667161,41.887829137802996,-2.648899510743145,-0.020399397484548394,-1.3096667771057862
51986944,1.101000,0.000000,0.000000,1028.17,1028.68,1029.81,1030.53,0.0,0.0,1400.4,649.6291811996807,672.165138919374,0.3863895736180303,649.8552540721662,328.9931900333785,0.8518184495993,656.3008759415576,41.78882565712303,-2.5412282025470314,-0.037744983598064316,-1.210162309824022
51987044,1.199000,0.000000,0.000000,1028.19,1028.52,1029.88,1030.6,0.0,0.0,1400.33,649.5937229644614,672.1853989872463,0.42598067392327804,649.7271312382965,329.012247050485,0.7966076368186984,656.5643890893863,41.92206874468104,-2.6816372883036115,-0.02227368491584483,-1.3197346868836557
51987144,1.301000,0.000000,0.000000,1028.14,1028.62,1029.94,1030.61,0.0,0.0,1400.39,649.6268608686655,672.1711999516974,0.3702154647704898,649.8563184844946,329.0104694096122,0.8086348198384473,656.2399314390906,41.77561664545478,-2.499907883094813,-0.03831135043924744,-1.196530179439843
51987245,1.402000,0.000000,0.000000,1028.17,1028.67,1029.82,1030.55,0.0,0.0,1400.26,649.6213361352102,672.1909244277726,0.38376794894395355,649.6937232518666,329.0133152257366,0.7801886645930287,656.5398999215084,41.9041949023842,-2.668918251072222,-0.01208550937709975,-1.3417999016147868
51987344,1.508000,0.000000,0.000000,1028.23,1028.68,1029.83,1030.53,0.0,0.0,1400.31,649.6109101618445,672.1807183664909,0.3997647904538358,649.7943197050156,329.01293585998326,0.8176347285873939,656.2222429707432,41.791950174878416,-2.484358812230225,-0.030622314451515205,-1.2208044702105585
51987444,1.601000,0.000000,0.000000,1028.1,1028.62,1029.91,1030.5,0.0,0.0,1400.17,649.6249100062731,672.1833091574263,0.3834700825271295,649.7748544057154,329.0072253271279,0.824318995512924,656.5275978712393,41.90691782513441,-2.6567389283704266,-0.02503432234281463,-1.2973084476463568
51987545,1.700000,0.000000,0.000000,1028.12,1028.66,1029.91,1030.58,-0.0,0.0,1400.28,649.6251042812722,672.1866725584158,0.38283172468480786,649.7791510282583,328.99991344120775,0.8129999800248185,656.2769478536111,41.789094959695895,-2.5388952420512925,-0.025718439370853028,-1.2445896341008722
51987644,1.802000,0.000000,0.000000,1028.06,1028.69,1029.72,1030.63,0.0,0.0,1400.31,649.6033282669872,672.1664072910579,0.3856510289309233,649.7559932801,329.0331675878382,0.7912278152486338,656.5303871800936,41.928716425442275,-2.643014056607221,-0.02549173132011972,-1.300692446546398
51987744,1.900000,0.000000,0.000000,1028.17,1028.64,1029.9,1030.66,0.0,0.0,1400.24,649.2447079781721,672.0741469738471,0.15970984894559237,649.4814582394342,328.8486478865077,0.7510561163885179,656.1946825192164,41.757073859324336,-2.545149069597377,-0.03952150598847896,-1.2604924190070546
51987844,2.001000,0.000000,0.000000,1028.26,1028.72,1029.92,1030.53,0.0,0.0,1400.25,649.0938428267392,672.0141675226331,0.1886059254398033,649.1065497531973,327.5737086388754,0.9144656748419923,655.9114265729371,39.62658633375046,-2.738188324059938,-0.002113727460074439,-1.3495563918204956
51987944,2.100000,0.000000,0.000000,1028.21,1028.52,1029.75,1030.62,0.0,0.0,1400.32,649.0968314162865,672.034679045649,0.18524388291246133,649.1111418526018,327.5835091072716,0.9329752185050332,655.7638216163385,39.701636525603156,-2.7453374564427264,-0.0023803884989966125,-1.3190552703212286
51988044,2.206000,0.000000,0.000000,1028.11,1028.64,1029.89,1030.6,0.0,0.0,1400.37,649.0544036457968,673.2783976647286,0.5093905008199345,649.0548086856878,327.5240924056657,0.7660460722625188,656.0844975239454,38.344718864251846,-2.6679719703271187,-6.712013686054996e-05,-1.392400047491774
51988144,2.300000,0.000000,0.000000,1028.14,1028.64,1029.9,1030.6,-0.0,-0.0,1400.37,649.0500984549927,673.2680041074808,0.5294899123617721,649.1817206876366,327.4786003196993,0.8427847194740071,655.8044571431152,38.491466118626285,-2.4959742688942215,-0.021809222531839922,-1.2692027670051123
51988244,2.402000,0.000000,0.000000,1028.12,1028.64,1029.89,1030.56,0.0,-0.0,1400.25,648.9939027402252,674.0853622805087,0.6718466160096912,649.1817206876366,327.4786003196993,0.8427847194740071,655.8044571431152,38.491466118626285,-2.4959742688942215,-0.021809222531839922,-1.2692027670051123
51988344,2.499000,0.000000,0.000000,1028.04,1028.6,1029.82,1030.56,0.0,-0.0,1400.27,649.067012864301,674.0894584303453,0.7029677119249031,649.1817206876366,327.4786003196993,0.8427847194740071,655.8044571431152,38.491466118626285,-2.4959742688942215,-0.021809222531839922,-1.2692027670051123
51988444,2.599000,0.000000,0.000000,1028.08,1028.65,1029.8,1030.43,0.0,-0.0,1400.39,649.1083412792603,674.0732966987772,0.7291461879357015,649.1817206876366,327.4786003196993,0.8427847194740071,655.8044571431152,38.491466118626285,-2.4959742688942215,-0.021809222531839922,-1.2692027670051123
51988544,2.700000,0.000000,0.000000,1028.07,1028.66,1029.81,1030.52,0.0,-0.0,1400.3,648.9806977974062,672.9593042014133,0.2883809863779376,649.1532743065375,327.560171615899,0.8020990289039135,655.8810736438571,38.72162211904933,-2.972633230346784,-0.02862747430629175,-1.2770711597813316
51988644,2.799000,0.000000,0.000000,1028.19,1028.6,1029.82,1030.49,0.0,-0.0,1400.51,648.978553198055,672.6619704553061,0.3907305397161113,649.1231838580765,327.529696150225,0.9169271463955317,655.8697913641402,38.921741602494244,-2.8785367625221254,-0.02401028979114748,-1.2911031071256138
51988744,2.899000,0.000000,0.000000,1028.14,1028.63,1029.82,1030.58,0.0,-0.0,1400.43,649.0616197017285,672.3203076637636,0.20492985340066674,649.014557394756,327.55055902491824,0.8787520956814563,655.9643646752565,39.25663888761565,-2.904146367618943,0.007821079307486371,-1.3965853217299578
51988844,2.999000,0.000000,0.000000,1028.14,1028.58,1029.93,1030.51,0.0,-0.0,1400.41,649.0829295068409,672.0369593115482,0.20506687021582629,649.1787511070804,327.55828736626023,0.9952514321148538,655.6992286313144,39.623930404312496,-2.7417253191844906,-0.015937628612279764,-1.2654065352271513
51988945,3.099000,0.000000,0.000000,1028.15,1028.65,1029.88,1030.52,0.0,-0.0,1400.49,649.1620173554747,671.7812693757787,0.34900052306092716,649.0433324547073,327.75611199221987,0.8905968062766862,656.0339569046909,40.033653630497064,-2.853042274206018,0.01976641385136748,-1.4313410779835347
51989045,3.200000,0.000000,0.000000,1028.01,1028.6,1029.84,1030.54,-0.0,-0.01,1400.45,649.0906504995577,671.5976449655659,0.2546468350859727,649.2254648260948,327.77166480875854,0.9942931681160098,655.5782246520951,40.532194734582006,-2.547275084054648,-0.022465700611403763,-1.22204975696392
51989146,3.300000,0.000000,0.000000,1028.05,1028.63,1029.84,1030.56,-0.0,-0.01,1400.56,649.210608058298,671.844347058753,0.31313780675041253,648.9775988375762,328.16272685770593,0.988638109192563,656.1891253892464,40.80850380777436,-2.6940025266973673,0.03884537928342143,-1.5153008203356046
51989246,3.401000,0.000000,0.000000,1028.01,1028.63,1029.84,1030.55,-0.0,-0.01,1400.23,649.24404639808,672.0112632842088,0.229925511840334,649.4128625650986,328.4846759138659,0.9064123165695924,655.7238093752225,41.25958537545452,-2.4678198805753317,-0.028156344983872074,-1.2023950511215054
51989346,3.501000,0.000000,0.000000,1028.16,1028.58,1029.94,1030.45,-0.0,-0.01,1400.39,649.3050256296141,672.1937704572014,0.2488670512011222,649.2750453314898,328.78151983683875,0.7439104541157363,656.1966338338771,41.51430967196205,-2.6571237850354272,0.0050019897181892425,-1.3902558042957285
51989446,3.601000,0.000000,0.000000,1028.17,1028.65,1029.76,1030.49,-0.0,-0.01,1400.46,649.6107813498718,672.1868509514627,0.4988603509337396,649.7181499152347,328.9854810426992,0.8112712746394233,656.055487586943,41.742690394185246,-2.4915707213186655,-0.017924652948236523,-1.2280424827261245
51989545,3.705000,0.000000,0.000000,1028.15,1028.71,1029.87,1030.51,-0.0,-0.01,1400.51,649.6081781822107,672.2138685883133,0.3133546293520509,649.7281015588588,328.97820091026847,0.8059362264776871,656.424582681846,41.876085305953424,-2.641785153181862,-0.02001861611231204,-1.2961094916549627
51989646,3.800000,0.000000,0.000000,1028.09,1028.66,1029.87,1030.48,-0.0,-0.01,1400.48,649.586329322953,672.1678395032802,0.40569761868289983,649.6620079760197,328.98512805819064,0.7838475814230047,656.3268522087378,41.7898124667793,-2.5785863898384886,-0.012634865350329628,-1.3041353661298103
51989745,3.901000,0.000000,0.000000,1028.16,1028.64,1029.82,1030.46,-0.0,-0.01,1400.5,649.5891674632925,672.1407340227894,0.38173494143722875,649.8551946385699,328.98368688886245,0.8389913875590606,656.1558686823065,41.77299356613021,-2.4895880185269035,-0.04441765498630026,-1.167887175932781
51989846,4.000000,0.000000,0.000000,1028.1,1028.68,1029.9,1030.48,0.0,-0.01,1400.54,649.6218971875833,672.195701639584,0.5083553303732178,649.5961556702272,328.9950607694429,0.773988831841832,656.5786736363341,41.8854882219413,-2.6679401913845666,0.004297428746816902,-1.401756216572378
51989946,4.101000,0.000000,0.000000,1028.14,1028.67,1029.72,1030.58,0.0,-0.0,1400.45,649.6283460350335,672.1442070605013,0.3238525577577867,649.8775939702773,328.99260697991616,0.7985812685448888,656.0450696522098,41.750950407139825,-2.412238310119782,-0.04161674381533267,-1.1467971507697483
51990045,4.201000,0.000000,0.000000,1028.28,1028.71,1029.8,1030.51,0.0,-0.0,1400.59,649.5947570420019,672.1640114422095,0.39843674152144287,649.608392402105,329.0021557446128,0.7732234827149076,656.6713749415342,41.87017263609071,-2.8327834102442937,-0.0022766183731238645,-1.404546141133373
51990145,4.300000,0.000000,0.000000,1028.26,1028.69,1029.76,1030.56,0.0,-0.0,1400.55,649.5844446672091,672.1609108036829,0.38935979729980336,649.8533272676018,328.99406332872456,0.7982025402281189,656.0331989054253,41.75790211803538,-2.417349858945522,-0.04489313331893181,-1.1427394106419837
51990246,4.401000,0.000000,0.000000,1028.16,1028.62,1029.79,1030.65,0.0,-0.0,1400.26,649.605718288624,672.1612150439261,0.39308881789179834,649.6840426764321,328.98267638896056,0.7955372238611277,656.5578562860456,41.87604983463717,-2.7085912463155086,-0.013076740736822086,-1.3453414550662293
51990346,4.501000,0.000000,0.000000,1028.22,1028.63,1029.88,1030.62,-0.0,-0.01,1400.52,649.6182900764823,672.1910643931252,0.5186548003760899,649.7448388760948,328.98640269592505,0.8076521314896039,656.1371480981068,41.7575379382873,-2.5083536798949235,-0.02112649564778781,-1.2326602769764574
51990446,4.601000,0.000000,0.000000,1028.24,1028.59,1029.88,1030.59,-0.0,-0.01,1400.46,649.5912468998278,672.1588569560301,0.3819188265103067,649.7134972181883,328.9840931882567,0.8139655219860426,656.3921903470207,41.79543148293299,-2.62087103288789,-0.020410670391363576,-1.2913759896335733
51990545,4.702000,0.000000,0.000000,1028.21,1028.65,1029.72,1030.63,-0.0,-0.01,1400.49,649.5926906487532,672.1591523983059,0.3871731368137618,649.6808769010731,328.9889400337381,0.7699937295521144,656.2665215416342,41.78069336917914,-2.557598709252414,-0.014723597141407585,-1.2841067788898584
51990645,4.800000,0.000000,0.000000,1028.17,1028.71,1029.8,1030.55,-0.0,-0.01,1400.44,649.5983705122233,672.164708323418,0.3972750519407143,649.8046901280323,328.9979464374251,0.8231979455461798,656.243290254161,41.766275262035165,-2.513166692490902,-0.03444751387727069,-1.2152351008040918
51990745,4.901000,0.000000,0.000000,1028.19,1028.7,1029.81,1030.68,-0.0,-0.01,1400.39,649.5881671186615,672.1648593799943,0.39132946506693606,649.6655905027263,328.99693943928725,0.7765219406172544,656.4689565719038,41.88917502270968,-2.629337702734739,-0.012926712578588927,-1.3315854024275007
51990846,5.000000,0.000000,0.000000,1028.15,1028.57,1029.9,1030.54,-0.0,-0.01,1400.53,649.6099210327556,672.1539377242892,0.3867335295323493,649.8279204815216,328.9860416042122,0.8262036501308463,656.1457497608408,41.767409574752136,-2.507465257337348,-0.0363974801008991,-1.18731336097765
51990946,5.101000,0.000000,0.000000,1028.1,1028.6,1029.8,1030.58,-0.01,-0.01,1400.55,649.6174049417734,672.1673491961226,0.3767397901508794,649.6468141588122,329.0030828433814,0.7812940874521582,656.5271003467278,41.896851028780674,-2.656626007319404,-0.004910254872651443,-1.3629672581672383
51991046,5.201000,0.000000,0.000000,1028.11,1028.63,1029.69,1030.54,-0.01,-0.01,1400.39,649.5980755413347,672.1624481658025,0.38403508373509837,649.773205494627,328.98985157041176,0.8133752690660437,656.1418539704389,41.76589966157488,-2.481388588813291,-0.029239532580521886,-1.2117384566597251
51991146,5.301000,0.000000,0.000000,1028.15,1028.57,1029.8,1030.5,-0.01,-0.01,1400.53,649.6363905864101,672.1850817385448,0.4984299891612862,649.700342995578,328.98559346865176,0.7929440721143886,656.4812223119,41.879349182264036,-2.6428928403672995,-0.010676598357048933,-1.3316078018997688
51991246,5.401000,0.000000,0.000000,1028.17,1028.58,1029.82,1030.7,-0.01,-0.01,1400.51,649.6750628327559,672.1719602624884,0.44959279996946067,649.7673833605991,328.9988644504811,0.8049110179651168,656.151682208553,41.763066007722244,-2.4623041303272504,-0.015413727197095257,-1.2424579852873163
51991346,5.501000,0.000000,0.000000,1028.18,1028.67,1029.83,1030.55,-0.01,-0.01,1400.46,649.6173453118747,672.2039900772326,0.5264672426653396,649.6894826446216,328.986271948022,0.7998514280820733,656.3298461445951,41.77340006701408,-2.5976138286638184,-0.012042398840588768,-1.30035805084515
51991446,5.601000,0.000000,0.000000,1028.2,1028.62,1029.86,1030.63,-0.01,-0.01,1400.52,649.6254376664755,672.1780271847687,0.48752051595593654,649.7106818517648,328.9840145514905,0.8154485775860745,656.1778727552244,41.779698127551356,-2.531407852971213,-0.01423140196179562,-1.261490425290152
51991546,5.702000,0.000000,0.000000,1028.21,1028.52,1029.81,1030.55,-0.01,-0.01,1400.53,649.5964932121002,672.1624787708356,0.38823753775775904,649.7259457654748,328.999880948739,0.7840491378795238,656.3081600377075,41.776443086921965,-2.5519480524686076,-0.02161390737451317,-1.2695727732703643
51991645,5.801000,0.000000,0.000000,1028.16,1028.65,1029.82,1030.45,-0.01,-0.01,1400.49,649.6018548551293,672.1657917746389,0.3886251516848587,649.7245946365115,328.99916195495103,0.7889528548244761,656.2540771024331,41.769684147570004,-2.5151896158117584,-0.020492875881817935,-1.2612739151559553
