ezloophw-py logger started on:,2026-3-11_150044
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1020., 1020., 1020., 1020.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,RPRpressure_0,smoothed_q_0,smoothed_q_1,smoothed_dq_0,smoothed_dq_1,ddq_0,ddq_1,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
54052319,4.502000,0.000000,0.000000,1013.26,1013.47,1014.78,1015.63,-0.01,0.01,1399.8,0.0,0.0,0.0,0.0,0.0,0.0,326.097880184094,449.2209272598402,6.590774593196772,326.0548467121409,219.72050829523008,6.434936932366508,329.85393286303423,28.52847653561114,-6.904490234152628,0.010743493641247267,-1.1598344325719123
54052419,4.602000,0.000000,0.000000,1013.12,1013.5,1014.94,1015.64,-0.01,0.01,1399.72,0.0,0.0,0.0,0.0,0.0,0.0,326.0951807223054,449.2066811444386,6.5709507104650875,326.04419255270443,219.72128491814553,6.4338042462783855,329.8653729096495,28.52551136636753,-6.905848299894667,0.012730251785946388,-1.1704040355635172
54052520,4.701000,0.000000,0.000000,1013.2,1013.56,1014.85,1015.6,-0.01,0.01,1399.78,0.0,0.0,0.0,0.0,0.0,0.0,326.1040774657158,449.2187270919914,6.57734124576053,326.0536073484874,219.7159347832967,6.4476620507614095,329.8691201884632,28.510801628783536,-6.89261219842012,0.012599954157484206,-1.1683897806962529
54052619,4.803000,0.000000,0.000000,1013.28,1013.5,1014.92,1015.58,-0.01,0.01,1399.88,0.0,0.0,0.0,0.0,0.0,0.0,326.09481050176055,449.212740693504,6.580517344357483,326.0555647505158,219.72268557356082,6.435786548938306,329.8976617957918,28.495212323962917,-6.897862301436706,0.009798315169025539,-1.1706149813703548
54052719,4.901000,0.000000,0.000000,1013.12,1013.51,1014.77,1015.54,-0.01,0.01,1399.85,0.0,0.0,0.0,0.0,0.0,0.0,326.1002846615901,449.2136315743212,6.5916903449175654,326.0732447670994,219.70863856728414,6.415297775911378,329.9076415023299,28.49191010140114,-6.882873273927499,0.006750492899200546,-1.1622776215724049
54052821,5.001000,0.000000,0.000000,1013.03,1013.51,1014.85,1015.68,-0.01,0.01,1399.94,0.0,0.0,0.0,0.0,0.0,0.0,326.09773589954614,449.215054764883,6.582370910269818,326.06575345931293,219.71416660707555,6.430062296243861,330.03797424942314,28.56457602512084,-7.242165203195362,0.007984539174288097,-1.206443687996722
54052920,5.103000,0.000000,0.000000,1013.24,1013.56,1014.77,1015.62,-0.01,0.01,1399.9,0.0,0.0,0.0,0.0,0.0,0.0,326.0947788129899,449.2232863855068,6.594967715640032,326.0815445721431,219.71618544331056,6.444264473885576,330.02836995094174,28.55635758939284,-7.235936907972335,0.0033038896906729745,-1.189410224812035
54053021,5.203000,0.000000,0.000000,1013.2,1013.49,1014.76,1015.68,-0.01,0.01,1399.89,0.0,0.0,0.0,0.0,0.0,0.0,326.0945088490393,449.21151779462537,6.552064007257312,326.07263446208844,219.70819884396872,6.437882052088646,329.918261904472,28.521492472950573,-6.957080971404531,0.005460966985816749,-1.1632432308256344
54053120,5.303000,0.000000,0.000000,1013.19,1013.51,1014.77,1015.66,-0.01,0.01,1399.72,0.0,0.0,0.0,0.0,0.0,0.0,326.1022702043099,449.2145504046236,6.568804813390429,326.0711497806606,219.7112237374815,6.440076656655474,330.02052822960593,28.555996030934043,-7.240889663182778,0.007769250871992176,-1.1991343196168587
54053220,5.403000,0.000000,0.000000,1013.09,1013.5,1014.87,1015.65,-0.01,0.01,1399.86,0.0,0.0,0.0,0.0,0.0,0.0,326.10568581674903,449.218714135162,6.5769479865830265,326.0694249866194,219.71124315688658,6.423438890115444,329.9060315496944,28.496765453884436,-6.892592920650243,0.009052395993579073,-1.1675568359151813
54053320,5.502000,0.000000,0.000000,1013.1,1013.48,1014.8,1015.69,-0.01,0.01,1399.79,0.0,0.0,0.0,0.0,0.0,0.0,326.09735606339945,449.2151875397463,6.576416846854778,326.0608382801633,219.7168728563263,6.435314182519905,329.9027976642096,28.506965452526874,-6.884783967384558,0.009116907206192869,-1.1693166440413785
54053428,5.610000,0.000000,0.000000,1013.16,1013.46,1014.82,1015.6,-0.01,0.01,1399.92,0.0,0.0,0.0,0.0,0.0,0.0,326.09550017637514,449.2194083888741,6.573543847979064,326.0682615601672,219.70823056180993,6.438739629122579,329.86903176376234,28.51745934471795,-6.912444710342067,0.00679992040449426,-1.1524592646293685
54053528,5.710000,0.000000,0.000000,1013.2,1013.41,1014.81,1015.67,-0.01,0.01,1399.95,0.0,0.0,0.0,0.0,0.0,0.0,326.10992848290294,449.21327656983345,6.594528731804557,326.048023943673,219.72620377598443,6.434422682934466,329.88782596878474,28.494190487066817,-6.881137701774055,0.015455636351828212,-1.181214961982388
54053628,5.817000,0.000000,0.000000,1013.09,1013.57,1014.91,1015.68,-0.01,0.01,1399.83,0.0,0.0,0.0,0.0,0.0,0.0,326.10184858137814,449.21770401682136,6.58536375127314,326.0596630201116,219.71934693718273,6.442424225619126,329.8636961331295,28.526473132018616,-6.908413140454683,0.010531903672414675,-1.1608881369134407
54053728,5.912000,0.000000,0.000000,1013.16,1013.55,1014.85,1015.6,-0.01,0.01,1399.9,0.0,0.0,0.0,0.0,0.0,0.0,326.09926306275753,449.21530261294527,6.5660248593701995,326.045466931156,219.7265903133423,6.452007177659338,329.89350357486427,28.494957413530436,-6.8733412194583785,0.015565563232915833,-1.1839033183397496
54053828,6.015000,0.000000,0.000000,1013.21,1013.46,1014.77,1015.59,-0.01,0.01,1399.99,0.0,0.0,0.0,0.0,0.0,0.0,326.0988375022343,449.21420456983725,6.556691973512417,326.05429814467493,219.71955371774445,6.4360344750998335,329.8788127997245,28.511866991378593,-6.954411157894075,0.010371691769864763,-1.1668136533900946
54053928,6.111000,0.000000,0.000000,1013.14,1013.44,1014.71,1015.71,-0.01,0.0,1399.88,0.0,0.0,0.0,0.0,0.0,0.0,326.1037857602929,449.2262623855988,6.56092142379243,326.0683537335049,219.72067849092937,6.441584840840464,329.91166424362206,28.494294595364806,-6.871013523505933,0.008845560722169674,-1.1690794626291623
54054028,6.210000,0.000000,0.000000,1013.21,1013.43,1014.78,1015.63,-0.01,0.0,1399.79,0.0,0.0,0.0,0.0,0.0,0.0,326.09834092570344,449.21533126597194,6.583266750058465,326.06502569100763,219.719913465649,6.427859772173298,329.90858509908463,28.49015751203402,-6.886395097648686,0.008317474686181919,-1.168077537037124
54054128,6.311000,0.000000,0.000000,1013.15,1013.45,1014.79,1015.65,-0.01,0.0,1399.92,0.0,0.0,0.0,0.0,0.0,0.0,326.1037475497654,449.21309986525154,6.569495296147774,326.06705239195855,219.71104996272663,6.42776668632144,329.90690422072237,28.499185209743047,-6.896633918990521,0.009161040844186138,-1.1687618665782225
54054228,6.411000,0.000000,0.000000,1013.15,1013.41,1014.73,1015.63,-0.01,0.0,1399.84,0.0,0.0,0.0,0.0,0.0,0.0,326.09398859400386,449.21901436499667,6.575844218713486,326.0580625903999,219.71327984209069,6.430321695616334,330.0219010194589,28.55627695270704,-7.254737107355672,0.008968875521756015,-1.2058548364047703
54054328,6.513000,0.000000,0.000000,1013.2,1013.5,1014.88,1015.61,-0.01,0.0,1399.91,0.0,0.0,0.0,0.0,0.0,0.0,326.09464540531457,449.2190868025009,6.575820415102433,326.0663639822535,219.710416208624,6.4369567066362805,329.90953877620905,28.498787326048834,-6.902653621013544,0.007060326599548321,-1.165557167985915
54054428,6.611000,0.000000,0.000000,1013.3,1013.51,1014.83,1015.67,-0.01,-0.0,1399.79,0.0,0.0,0.0,0.0,0.0,0.0,326.09679222147497,449.2100326174995,6.5859408546756395,326.06188493168764,219.71309953337865,6.435676785720817,329.9117745419618,28.500370327576974,-6.922563750236502,0.009780964310323674,-1.1730030609771733
54054528,6.711000,0.000000,0.000000,1013.16,1013.56,1014.92,1015.56,-0.01,-0.0,1399.91,0.0,0.0,0.0,0.0,0.0,0.0,326.0994538178221,449.2227008833594,6.590745067581281,326.05856688835627,219.71975916414084,6.4463869060148635,329.87365686198467,28.502139195064842,-6.922879701755698,0.010207487770346255,-1.1634035598430867
54054628,6.811000,0.000000,0.000000,1013.11,1013.63,1014.93,1015.56,-0.01,0.0,1399.95,0.0,0.0,0.0,0.0,0.0,0.0,326.10169664193376,449.21292519858423,6.565731304353469,326.05537163405535,219.71686261895425,6.42958246540827,329.9023779970491,28.497876255303446,-6.851397874899737,0.01156545943080306,-1.175670747791885
54054728,6.911000,0.000000,0.000000,1013.13,1013.55,1014.9,1015.49,-0.01,0.0,1399.74,0.0,0.0,0.0,0.0,0.0,0.0,326.10094618264554,449.2165078688136,6.585039976175388,326.0551408906326,219.71902223792748,6.450511922276293,329.872669181102,28.524092405114157,-6.928215495109031,0.011435636733203497,-1.1667258708548391
54054828,7.011000,0.000000,0.000000,1013.18,1013.52,1014.76,1015.56,-0.01,-0.0,1399.79,0.0,0.0,0.0,0.0,0.0,0.0,326.1038591173543,449.22341059715984,6.572763609073066,326.06367865526397,219.72605873604346,6.4346734893035755,329.88065624258553,28.515706173062572,-6.902632262874449,0.010031361383780224,-1.1636601318319597
54054928,7.110000,0.000000,0.000000,1013.2,1013.57,1014.78,1015.56,-0.01,-0.0,1399.85,0.0,0.0,0.0,0.0,0.0,0.0,326.0923266409745,449.215681497574,6.570218027071672,326.05124590687245,219.72249609489492,6.4437189469546565,329.8830228482303,28.507395312988336,-6.875401527893762,0.010256307410934732,-1.1685143458207534
54055028,7.211000,0.000000,0.000000,1013.15,1013.52,1014.9,1015.54,-0.01,-0.0,1399.85,0.0,0.0,0.0,0.0,0.0,0.0,326.0947371729223,449.2183522449436,6.588542498621891,326.05869289703156,219.71781451733102,6.4312051774309404,329.8791366117857,28.515104534759526,-6.881982646415464,0.008998605788082915,-1.1626785644965227
54055128,7.312000,0.000000,0.000000,1013.18,1013.57,1014.81,1015.55,-0.01,-0.0,1399.92,0.0,0.0,0.0,0.0,0.0,0.0,326.09972514133534,449.2101932981212,6.581651084085707,326.0592779922039,219.714141710412,6.4323204702446555,329.9074589049161,28.493007590505446,-6.8941873524290616,0.010097999065961791,-1.1730746745448002
54055228,7.411000,0.000000,0.000000,1013.26,1013.55,1014.83,1015.5,-0.01,-0.0,1399.78,0.0,0.0,0.0,0.0,0.0,0.0,326.10665315989576,449.2191878588208,6.582641492931661,326.0636138677631,219.71291062174453,6.442184885635207,329.9058498273669,28.492721221277332,-6.851877305616444,0.010744672403789252,-1.1725931344180256
54055328,7.511000,0.000000,0.000000,1013.24,1013.44,1014.85,1015.55,-0.01,-0.0,1399.82,0.0,0.0,0.0,0.0,0.0,0.0,326.1042443828583,449.2213356160628,6.591519907083596,326.06491972029664,219.71485726126352,6.42354680075805,329.9173018674476,28.50311052858969,-6.8948156330811115,0.009817314045608148,-1.1738282605257895
54055428,7.611000,0.000000,0.000000,1013.25,1013.53,1014.88,1015.6,-0.01,-0.0,1399.81,0.0,0.0,0.0,0.0,0.0,0.0,326.09551027118863,449.2141816899501,6.604501138938371,326.0683906132158,219.7054845946778,6.432668044704662,329.90505548958834,28.499015562105456,-6.888021156848051,0.006770296533924562,-1.1630582355809476
54055529,7.711000,0.000000,0.000000,1013.24,1013.6,1014.8,1015.63,-0.01,-0.0,1399.83,0.0,0.0,0.0,0.0,0.0,0.0,326.10005920124934,449.21903495807305,6.594419830886638,326.06850934293055,219.7115884817683,6.406119117405375,329.9186259932521,28.517309239329297,-6.889220571463532,0.007876318360336353,-1.1693730545696208
54055629,7.811000,0.000000,0.000000,1013.29,1013.57,1014.79,1015.54,-0.01,-0.0,1399.82,0.0,0.0,0.0,0.0,0.0,0.0,326.0939813707371,449.22353788014675,6.594689062833248,326.0732058701202,219.71782300578164,6.427784858107398,329.91417897583096,28.495677453670776,-6.848955254492623,0.005186574547909551,-1.1610869308717382
