ezloophw-py logger started on:,2026-2-11_092834
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
34117308,0.000000,0.000000,0.000000,1003.45,1003.74,1004.91,1005.87,0.0,0.0,1.0,1.0,1.0,0.83,1379.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117407,0.000000,0.000000,0.000000,1015.01,1016.71,1017.79,1019.69,0.0,0.0,0.85,1.0,1.0,1.0,1377.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117507,0.100000,0.000000,0.000000,1017.51,1017.25,1017.3,1017.55,0.0,0.0,0.77,0.81,0.94,0.89,1372.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117607,0.199000,0.000000,0.000000,1025.93,1027.61,1028.8,1031.04,0.0,0.0,0.67,0.95,1.0,1.0,1370.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117707,0.299000,0.000000,0.000000,1027.05,1027.03,1027.36,1027.59,0.0,0.0,0.86,0.86,1.0,1.0,1372.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117808,0.399000,0.000000,0.000000,1023.38,1023.25,1023.49,1023.86,0.0,0.0,0.24,0.22,0.3,0.38,1374.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34117907,0.500000,0.000000,0.000000,1022.47,1022.69,1022.97,1023.08,0.0,0.0,0.08,0.12,0.2,0.22,1376.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34118008,0.599000,0.000000,0.000000,1022.51,1022.8,1022.91,1023.15,0.0,0.0,0.09,0.14,0.19,0.24,1377.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34118107,0.702000,0.000000,0.000000,1022.45,1022.84,1022.84,1023.17,0.0,0.0,0.08,0.15,0.17,0.24,1379.5,645.3216767566934,676.8460526394138,-0.893088068274844,654.842297863277,334.52625720030545,-1.4401140630148932,673.3591967302413,56.706949582495334,-5.630897557915145,-1.5931033857065318,-0.6269670483366694
34118207,0.802000,0.000000,0.000000,1022.53,1022.84,1022.82,1023.14,0.0,0.0,0.09,0.15,0.17,0.23,1381.15,645.3307683781629,676.8509820427569,-0.8373345870192392,655.1186200093503,334.4721187111058,-1.7282316097285986,674.0435587526362,56.6191135084462,-5.629853117221852,-1.6375131464667627,-0.6214476510780207
34118307,0.900000,0.000000,0.000000,1022.46,1022.71,1023.0,1023.02,0.0,0.0,0.08,0.13,0.21,0.21,1382.66,645.3361536103686,676.849287792395,-0.8892537241931527,655.4568475639411,334.5967440819016,-1.9236309357034223,674.7886306222258,56.85445148770429,-5.875378039694639,-1.6937905305682763,-0.5939734545836624
34118408,1.000000,0.000000,0.000000,1022.54,1022.76,1022.92,1023.04,0.0,0.0,0.1,0.14,0.19,0.22,1384.22,645.3459343549666,676.884219795678,-0.6941624056161543,655.8334561842453,334.59325811079884,-2.058990805495762,675.3949228988487,56.6402781769889,-5.8692422072819825,-1.754947926126989,-0.5157655202576281
34118508,1.101000,0.000000,0.000000,1022.57,1022.68,1022.84,1023.07,0.0,0.0,0.1,0.12,0.17,0.22,1385.49,645.3354515954057,676.8439955485223,-0.8580184136045557,655.9077792118608,334.54989077449125,-2.1133783931308736,675.9093605927893,56.88898794960861,-5.934859734024287,-1.769113835219509,-0.5820141587976355
34118608,1.202000,0.000000,0.000000,1022.54,1022.75,1022.93,1023.06,0.0,0.0,0.1,0.13,0.19,0.22,1386.34,645.3824291380225,676.9511553831512,-0.7434314769923663,655.7841268484846,334.59250524263643,-2.1229726948520926,675.7798413204558,56.63969487361965,-5.951376979498541,-1.7402513418399197,-0.6342237779815445
34118708,1.303000,0.000000,0.000000,1022.49,1022.69,1022.84,1023.06,0.0,0.0,0.09,0.12,0.17,0.22,1387.26,645.3587453208568,676.8219948726743,-0.8398727433711356,655.631621093408,334.5496741484447,-2.054114438111318,675.0578933714753,56.88616455052869,-5.924866709634658,-1.7191450942496331,-0.5637937065089194
34118809,1.403000,0.000000,0.000000,1022.48,1022.8,1022.85,1023.05,0.0,0.0,0.09,0.14,0.18,0.22,1387.91,645.3370705110993,676.8979523720518,-0.8007260951281152,655.1954601797206,334.5225407959039,-1.7794725307921373,674.4476857766765,56.60099005717401,-5.772823598673376,-1.649324324321442,-0.664023269837835
34118909,1.502000,0.000000,0.000000,1022.4,1022.77,1022.84,1023.23,0.0,0.0,0.07,0.14,0.17,0.26,1388.39,645.3253068579224,676.8888329280876,-0.6906149584714303,654.8590790580122,334.49083055678614,-1.4412015980522535,673.7696786775965,56.79812263198619,-5.688357328140116,-1.5949386524865545,-0.7058940369990516
34119009,1.602000,0.000000,0.000000,1022.52,1022.68,1022.84,1023.04,0.0,-0.0,0.09,0.12,0.17,0.22,1388.39,645.321552940009,676.8398380361308,-0.8653144531136593,654.843385783962,334.52646833378816,-1.4443792912079576,673.50362362259,56.53179079301419,-5.583731708829948,-1.5933359368174853,-0.653514751459765
34119108,1.704000,0.000000,0.000000,1022.44,1022.72,1022.86,1023.01,0.0,-0.01,0.08,0.13,0.18,0.21,1388.92,645.3715966859947,676.9279989432522,-0.7576315693094123,654.9376571575036,334.4944060884112,-1.457281921726956,673.7811785583275,56.79968343106559,-5.656974439272671,-1.600171225070974,-0.6816243605318686
34119208,1.804000,0.000000,0.000000,1022.43,1022.62,1022.93,1022.96,0.0,-0.01,0.08,0.11,0.19,0.2,1389.25,644.955124654517,676.6202399734976,-0.8602528083106366,654.9285814716087,334.34217646285595,-1.615412581244397,674.2857394038883,56.563713398944984,-5.7390325886524245,-1.6690387138895613,-0.6481689734227403
34119308,1.901000,0.000000,0.000000,1022.55,1022.49,1022.81,1023.07,0.0,-0.01,0.1,0.09,0.17,0.22,1389.5,644.5884439287613,676.5570445793339,-0.48972133760767494,654.8974918418434,333.1274434375696,-1.9186921318451708,674.484574051298,54.52831298984051,-5.90326010877155,-1.7193847550643306,-0.5828279222719988
