ezloophw-py logger started on:,2026-3-4_111535,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1040.,1040,1040,1040.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
40539051,0.000000,0.000000,0.000000,1040.85,1040.89,1040.75,1040.89,0.0,0.0,0.15,0.15,0.15,0.18,1485.71,649.87863345656,673.0299069166000,0.39246065809524600,659.6215279521510,329.2037926759480,-3.797838535477210,688.8563239848730,48.59759978598910,-8.31560551996219,-1.6231384729584200,-2.701592899287650
40539151,0.100000,0.000000,0.000000,1040.85,1040.72,1040.78,1040.77,0.0,0.0,0.15,0.12,0.16,0.15,1486.24,649.8745457192860,673.011904184933,0.3801986098023060,658.5720303593650,329.11205397017900,-3.578643238205770,686.2160921862580,48.50860478916120,-7.875112114226250,-1.4487443227323800,-2.7289338756451800
40539250,0.200000,0.000000,0.000000,1040.97,1040.59,1040.76,1040.72,0.0,0.0,0.17,0.1,0.15,0.14,1486.7,649.8592768541680,673.0029968564600,0.3826145235253590,657.6417620935720,329.0920799638690,-3.340932113595670,683.5129575046250,48.33808654586960,-7.391976801399610,-1.2963457856395500,-2.6721877989708800
40539351,0.299000,0.000000,0.000000,1040.99,1040.59,1040.63,1040.55,0.0,0.0,0.17,0.1,0.13,0.11,1486.92,649.8788429401480,673.0262302161530,0.3759587047547410,658.2142898446590,329.1085947442020,-3.5009864141390000,684.7466514264550,48.32575591852570,-7.648079686346490,-1.3883918622889700,-2.6213088076709800
40539451,0.401000,0.000000,0.000000,1041.0,1040.51,1040.69,1040.78,0.0,0.0,0.17,0.09,0.14,0.16,1487.08,649.8619439437250,673.00124515172,0.40926758115791600,659.2694442494750,329.1796914093690,-3.6896196608107900,687.1249047582490,48.577903644355600,-8.046950314550940,-1.5673118999653800,-2.534579023712300
40539552,0.499000,0.000000,0.000000,1041.05,1040.51,1040.65,1040.68,0.0,0.0,0.18,0.09,0.13,0.14,1487.22,649.8781880291770,673.006038556254,0.3939353075352030,660.2925047021940,329.2286261503130,-3.9807928487054600,689.693676271488,48.760679246303700,-8.245113106564720,-1.7351749672325000,-2.514051531520330
40539652,0.601000,0.000000,0.000000,1040.98,1040.42,1040.6,1040.69,0.0,0.0,0.17,0.07,0.12,0.14,1487.54,649.8615154270120,673.0165946953040,0.36649572595516900,660.9217373810450,329.2669004160450,-4.129067273387700,691.3901930651690,48.84827073063160,-8.479022642773230,-1.8428685323127900,-2.5153218872279900
40539751,0.700000,0.000000,0.000000,1040.96,1040.43,1040.57,1040.68,0.0,0.0,0.16,0.07,0.11,0.14,1487.6,649.8652025737650,673.0121679630000,0.3706352058963740,660.9392235884540,329.2535889640500,-4.196011807948630,691.5164268969120,48.80493655007490,-8.399408490166870,-1.845118504471610,-2.532120374365070
40539851,0.803000,0.000000,0.000000,1040.78,1040.58,1040.56,1040.65,0.0,0.0,0.13,0.1,0.11,0.13,1487.81,649.8568461784910,673.0122162152500,0.3632992490559430,660.2865630943150,329.2512616239960,-3.9926261225900400,690.0919544255200,48.71376685410150,-8.271010287206770,-1.737822441708690,-2.588930705062900
40539952,0.904000,0.000000,0.000000,1040.79,1040.54,1040.51,1040.58,0.0,0.0,0.13,0.09,0.1,0.12,1487.91,649.8650995149800,673.0047855236360,0.3516073333730330,659.336419852437,329.1702909448730,-3.7958238393788700,687.9876841368690,48.67872353127830,-8.031955551716180,-1.5778797529059700,-2.676581837600290
40540052,1.006000,0.000000,0.000000,1040.76,1040.54,1040.56,1040.45,0.0,0.0,0.13,0.09,0.11,0.09,1487.87,649.4928366327720,672.8262892674900,0.13363254752862800,658.258411298064,328.93079282602400,-3.654074859331790,685.7050065667860,48.29056824952140,-7.880483918366690,-1.4600996983039500,-2.6655602790864800
