ezloophw-py logger started on:,2026-3-5_152027
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
55231005,0.000000,0.000000,0.000000,1028.45,1028.84,1030.0,1030.78,0.0,0.0,1403.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231104,0.000000,0.000000,0.000000,1028.48,1028.83,1030.01,1030.83,0.0,0.0,1402.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231204,0.100000,0.000000,0.000000,1028.43,1028.85,1030.03,1030.78,0.0,0.0,1401.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231304,0.199000,0.000000,0.000000,1028.4,1028.85,1029.96,1030.86,0.0,0.0,1401.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231405,0.299000,0.000000,0.000000,1028.39,1028.85,1030.01,1030.79,0.0,0.0,1400.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231505,0.400000,0.000000,0.000000,1028.35,1028.91,1030.0,1030.84,0.0,0.0,1400.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231605,0.500000,0.000000,0.000000,1028.29,1028.87,1029.93,1030.68,0.0,0.0,1399.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55231705,0.600000,0.000000,0.000000,1028.39,1028.8,1030.01,1030.79,0.0,0.0,1398.89,649.8253999052521,672.7587063787367,0.24663837202059077,642.6658885532992,329.47152255820055,2.6985211905100326,640.3435441384744,44.10834386128963,-0.28108849732223684,1.194773191168489,-1.9232718029791656
55231805,0.701000,0.000000,0.000000,1028.39,1028.87,1030.1,1030.87,0.0,0.0,1398.98,649.8253999052521,672.7587063787367,0.24663837202059077,642.6658885532992,329.47152255820055,2.6985211905100326,640.3435441384744,44.10834386128963,-0.28108849732223684,1.194773191168489,-1.9232718029791656
55231905,0.801000,0.000000,0.000000,1028.38,1028.85,1030.08,1030.85,0.0,0.0,1399.33,649.8300835648591,672.7706652948057,0.22810953255390934,642.6774953895231,329.4697381267305,2.6410367004105755,640.5078212437044,44.09102615080341,-0.3498458187675639,1.193570421494387,-1.9515415108014669
55232005,0.902000,0.000000,0.000000,1028.26,1028.89,1030.01,1030.77,0.0,0.0,1399.53,649.8912299313452,672.8545844190794,0.3580097709211326,642.7389060707907,329.49082268883916,2.6424611143816827,640.5014855258175,44.08961736404191,-0.2950404846988689,1.193307978719446,-1.9374513228869612
55232105,1.002000,0.000000,0.000000,1028.26,1028.91,1030.02,1030.73,0.0,0.0,1399.47,649.8977707960335,672.8596061613862,0.34602637598760316,642.6814250241451,329.48384902278906,2.6353399772592776,640.4407626295236,44.10804045362208,-0.3199465178600833,1.2039443445011546,-1.958033247029794
55232206,1.102000,0.000000,0.000000,1028.34,1028.91,1030.08,1030.77,0.0,0.0,1399.63,649.8301330051706,672.771014608136,0.27889773053846517,642.6046906907676,329.4856914437468,2.7469410871281963,640.3935734995704,44.1152757572661,-0.33902058873055263,1.205778994457826,-1.9676256786486084
55232305,1.202000,0.000000,0.000000,1028.35,1028.92,1029.88,1030.74,0.0,0.0,1399.71,649.8247471994646,672.7612865615475,0.25846582252413464,642.6214263246968,329.5063469419051,2.6660059400964853,640.267993464907,44.130064916739336,-0.30468744912933377,1.2021948349230664,-1.9318952054401701
55232406,1.301000,0.000000,0.000000,1028.42,1028.8,1030.04,1030.77,0.0,0.0,1399.79,649.8328677824154,672.7695453563537,0.24298902272340042,642.581233674261,329.5097729565862,2.7062557845320168,640.2072302748066,44.11047312840922,-0.23471861703667074,1.2102386247513388,-1.9438915032533637
