ezloophw-py logger started on:,2026-3-19_123309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1020.,1020,1020,1020.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,smoothed_q_0,smoothed_q_1,smoothed_dq_0,smoothed_dq_1,ddq_0,ddq_1,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
45224027,23.435000,68.398971,68.398971,1096.93,1026.75,1095.57,1028.75,-0.03,0.0,0.15,1.0,0.31,1.0,1394.1,0.2863786020397400,0.2841757741886940,0.0070104902634392700,0.008906779000846030,0.0,0.0,326.09037698178100,449.33264261601500,6.490125144440720,292.4288608136200,222.34742891748000,22.345933380199200,211.9950934878400,54.890907926113500,30.092140040037500,8.435385870102090,8.785425833615930
45224127,23.534000,68.627067,68.627067,1096.83,1026.61,1095.39,1028.59,-0.03,0.0,0.15,1.0,0.32,1.0,1395.31,0.2870816736935820,0.285137255010277,0.005952816517506140,0.008363688264243740,0.0,0.0,326.0884853078720,449.3328279606150,6.491274971467090,291.8180427457570,222.4146429773540,22.479073825169900,211.11435582987200,55.177136850734200,30.44523437916200,8.588223353558020,8.58408337797561
45224227,23.637000,68.854801,68.854801,1096.55,1026.63,1095.34,1028.52,-0.02,0.0,0.17,1.0,0.32,1.0,1396.33,0.2878454098899000,0.286167233182612,0.00797626516413049,0.010346357373564300,0.0,0.0,326.08674786433700,449.3322608180680,6.524334195212170,290.42125061972800,222.6875287265460,23.070449844295300,207.41158528116400,56.755905336658600,31.21978779867940,8.94289953673976,8.691364866735770
45224328,23.736000,68.970553,68.970553,1096.47,1026.56,1095.19,1028.59,-0.02,0.0,0.17,1.0,0.33,1.0,1397.2,0.28828089552104200,0.28669957542454400,0.009139371980575460,0.01095047845299380,0.0,0.0,326.09144062256600,449.3473538145490,6.520508584555850,289.9813502592990,222.8017504947710,23.340210902792900,206.39951339744900,57.15841059539420,31.308514952204100,9.056439005245440,8.662139259819500
45224427,23.835000,69.309440,69.309440,1096.59,1026.48,1095.39,1028.59,-0.02,-0.01,0.16,1.0,0.31,1.0,1397.97,0.28993280419991800,0.28834056761877700,0.01236933769332150,0.011262874021797400,0.0,0.0,326.0861086739800,449.346843293709,6.511476134715790,290.24450586123500,222.6996574391120,23.235992894237200,206.97749108524500,56.794251260057000,31.019833434646400,8.986242323649160,8.679339265590930
45224527,23.935000,69.535714,69.535714,1096.69,1026.54,1095.21,1028.63,-0.02,-0.01,0.14,1.0,0.33,1.0,1398.7,0.291254665019326,0.28949699496058300,0.013731729162040200,0.01173389426452330,0.0,0.0,326.0841736934280,449.3435757566980,6.505209969529380,291.17376227541000,222.53450656725800,22.8693574981381,208.82852878004900,56.21447344223220,29.10287725492450,8.750285464277220,8.839492081247590
45224627,24.035000,69.760767,69.760767,1096.91,1026.55,1095.36,1028.61,-0.02,0.0,0.12,1.0,0.31,1.0,1399.06,0.2926133358687460,0.29068739671105200,0.013326463209030100,0.012025239050680700,0.0,0.0,326.08854853693800,449.33261222049800,6.509515899339620,291.77284664355600,222.42240713038000,22.551405311603200,210.77997230370900,55.17240015030310,30.149355194431300,8.599693852410140,8.639769832230960
45224728,24.134000,69.986736,69.986736,1096.79,1026.51,1095.28,1028.58,-0.02,0.0,0.13,1.0,0.32,1.0,1399.55,0.29388793931682600,0.2918839859070840,0.012139681138810000,0.011679973218856700,0.0,0.0,326.0898556446780,449.33773942224600,6.536286371564750,292.08753284643000,222.35268834716800,22.522627905328800,211.35815212532500,55.07698260002920,30.557307347113900,8.519548937697820,8.723449140972810
45224828,24.235000,70.210166,70.210166,1096.68,1026.58,1095.27,1028.61,-0.02,0.0,0.13,1.0,0.32,1.0,1400.11,0.29502081602992900,0.29303948460602300,0.01088657410707810,0.011429923060584800,0.0,0.0,326.0877393890010,449.3331090754960,6.493578109021170,291.669539179326,222.44042387680100,22.50662858799480,210.70967331216500,55.27410728086130,30.28112218090240,8.625650707365820,8.589943821029340
45224928,24.336000,70.435211,70.435211,1096.5,1026.52,1095.14,1028.65,-0.02,0.0,0.14,1.0,0.33,1.0,1400.33,0.2960389451383390,0.29411766869415500,0.010184654981945700,0.010837823393600700,0.0,0.0,326.0884421948600,449.33052902550500,6.504179140416150,290.9427737718030,222.57707454601600,22.780238184063600,208.88838304517400,56.154163229969300,30.68381579096040,8.81045736014831,8.624569256716640
45225028,24.435000,70.655758,70.655758,1096.47,1026.55,1095.05,1028.49,-0.02,0.0,0.14,1.0,0.34,1.0,1400.44,0.2970205080221610,0.29512519619491800,0.009919782245548730,0.00967978610777235,0.0,0.0,326.08293881752700,449.34203885937900,6.518009734938860,290.3475184492130,222.7085632176750,23.18822429476390,207.2741228364980,56.767554823826400,31.05316029674680,8.96058594520206,8.672293150975750
45225128,24.536000,70.882878,70.882878,1096.45,1026.59,1095.13,1028.43,-0.03,0.0,0.13,1.0,0.33,1.0,1400.48,0.29804928446144200,0.2960413222366270,0.010614210121528100,0.009084223131664600,0.0,0.0,326.0789582462430,449.33756562473700,6.531059611091440,290.144619602443,222.75620734243700,23.14719435677960,206.83883641548800,56.95669987509220,31.12600390229970,9.01168670424816,8.653817924255650
45225228,24.636000,71.099606,71.099606,1096.53,1026.44,1095.15,1028.55,-0.03,0.0,0.12,1.0,0.33,1.0,1400.48,0.29913942011859800,0.2969119295584160,0.011056642224317600,0.008461431238045840,0.0,0.0,326.0861974694720,449.3359134749730,6.494886833247050,290.660642358308,222.6709706865270,22.99346402792000,207.70272182825300,56.61002926145140,30.89992436037770,8.882918852916590,8.779184459686160
45225329,24.735000,71.320571,71.320571,1096.66,1026.48,1095.16,1028.58,-0.03,0.0,0.11,1.0,0.33,1.0,1400.41,0.30023838570962100,0.29774265964686100,0.010747848712088300,0.00819161348298654,0.0,0.0,326.0883502117460,449.3361030078760,6.5147039725123700,291.1966241619460,222.51461121990000,22.780943953735800,209.28473147284800,55.91876270875970,28.955562076571100,8.745202830145300,8.692029800971700
45225429,24.836000,71.547203,71.547203,1096.69,1026.55,1095.32,1028.46,-0.02,0.0,0.1,1.0,0.31,1.0,1400.4,0.3012575579476570,0.29853780471277100,0.00968972054377499,0.007718312623117780,0.0,0.0,326.09023225598700,449.33371954649700,6.514058153667100,291.5023834522560,222.46292947664900,22.742193371289600,210.04004922226900,55.6624035586025,30.370412470595500,8.668346514561390,8.693346322203840
45225528,24.935000,71.759128,71.759128,1096.7,1026.67,1095.28,1028.56,-0.02,0.0,0.09,1.0,0.31,1.0,1400.44,0.30213501774821400,0.29927283021268100,0.008055624674024070,0.006979656777606360,0.0,0.0,326.08306972196700,449.3385035232140,6.492261872055850,291.75581288228800,222.4237157216870,22.60242980634970,210.7329804740610,55.28059386647170,30.328831656320700,8.602375130849460,8.657094252116600
45225629,25.036000,71.984122,71.984122,1096.53,1026.67,1095.25,1028.58,-0.02,0.0,0.1,1.0,0.32,1.0,1400.36,0.3028497802358840,0.29993195204120200,0.006890783558478560,0.006603774333839610,0.0,0.0,326.08488534819800,449.3389387304920,6.5145436249884500,291.2664405680000,222.51943748165600,22.855710881332400,209.80580200859200,55.68801872505160,30.530183137197900,8.727194204694050,8.570996859053670
45225728,25.136000,72.196236,72.196236,1096.41,1026.65,1095.1,1028.59,-0.02,0.0,0.1,1.0,0.33,1.0,1400.43,0.30345234579382900,0.30050074235893700,0.005789136415420800,0.005245136848510490,0.0,0.0,326.08196414625600,449.34093224334200,6.504553401377980,290.7844248894420,222.5875090905010,22.97019391441790,208.25485100108400,56.2665752252008,30.99503183154310,8.84792902965195,8.69506072886368
45225828,25.236000,72.412723,72.412723,1096.3,1026.63,1095.12,1028.53,-0.02,0.0,0.11,1.0,0.33,1.0,1400.55,0.30402552294666300,0.30097456388118100,0.005743759798596900,0.0043687935185868600,0.0,0.0,326.0893723550150,449.34326268282900,6.522586311079080,290.32472957398000,222.68071695983500,23.155663153221600,207.30734828434600,56.74960823709450,31.073588736026200,8.96666291373528,8.646040173483560
45225929,25.337000,72.628743,72.628743,1096.48,1026.56,1095.14,1028.54,-0.02,0.0,0.09,1.0,0.32,1.0,1400.59,0.30462122361045600,0.3013687214863560,0.006036351917582830,0.0037090062455524100,0.0,0.0,326.0868589054130,449.34281337511100,6.506814511056670,290.4064699423230,222.68971255235700,23.132173369972000,207.280774348796,56.76811283350960,31.17186024778270,8.946248162381020,8.718089964695950
45226028,25.437000,72.848386,72.848386,1096.58,1026.61,1095.11,1028.53,-0.03,0.0,0.08,1.0,0.33,1.0,1400.39,0.3052362129281220,0.30172479126551300,0.005650671979136080,0.0031737620791682400,0.0,0.0,326.08261958405700,449.33459544804900,6.5364880904392900,290.85139111806700,222.58401527555200,22.958371428977600,208.2581871889480,56.29871791622120,30.924892601031100,8.831678358952830,8.750039657541570
45226128,25.539000,73.059084,73.059084,1096.62,1026.59,1095.14,1028.51,-0.03,0.0,0.48,1.0,0.77,1.0,1400.52,0.30583175262917400,0.30204699684272600,0.005671408131625530,0.0031805453651706300,0.0,0.0,326.08315076819100,449.34189246191600,6.527576295727820,291.29769030546600,222.51710381900200,22.886722852906700,209.50030177055900,55.92588803146490,30.7542067233256,8.718853715219090,8.713636139400630
45226228,25.637000,73.276315,73.276315,1100.29,1026.87,1100.78,1029.1,-0.03,0.0,0.2,1.0,0.29,1.0,1397.19,0.30633160059826300,0.30235847203035000,0.00466231472469398,0.0030704132488533200,0.0,0.0,326.0853154620680,449.3374182516640,6.518741991132220,291.43540164073300,222.48683689878100,22.74801611277310,210.08541509657800,55.598776168559900,30.383332414764500,8.684426028102860,8.618178127299600
45226328,25.737000,73.486432,73.486432,1100.82,1026.73,1100.37,1028.72,-0.03,0.0,0.15,1.0,0.32,1.0,1396.67,0.30670881838533200,0.302619303100071,0.0033814562720991000,0.002493373193369390,0.0,0.0,326.09326526663800,449.33722300024100,6.506457655585570,291.6295977020860,222.4456044902460,22.554636218851000,210.30266532521300,55.49176459462900,30.568616257844000,8.63509363432174,8.70155686150369
45226429,25.836000,73.700143,73.700143,1100.33,1026.7,1100.0,1028.72,-0.03,0.0,0.23,1.0,0.42,1.0,1395.72,0.30694848655387400,0.3028856940374590,0.0018868692156425600,0.003261761636217850,0.0,0.0,326.0884862951370,449.33136353865200,6.515611116421920,290.87746016227700,222.5963697199100,22.922589308899300,206.9986060153150,57.303200443261300,32.07575116161130,8.82729107094473,9.25116355514987
45226532,25.936000,73.913960,73.913960,1100.12,1026.61,1100.7,1028.66,-0.03,0.0,0.26,1.0,0.35,1.0,1395.44,0.30711067015417800,0.3033604835655870,0.0018389495296779100,0.005369971954231870,0.0,0.0,326.0825582163840,449.3434376377730,6.499825511001350,288.36951562823800,223.19107886200800,24.224822675634700,200.54410215765400,60.17661771680180,33.306945502300000,9.467494452345040,9.378951909855060
45226634,26.036000,74.125721,74.125721,1100.04,1026.51,1100.64,1028.58,-0.03,0.0,0.26,1.0,0.37,1.0,1395.85,0.30748566002747500,0.3040254297229880,0.005131724566905930,0.0072675237377111400,0.0,0.0,326.0823988315380,449.33984074791400,6.527251908316450,287.2983316144610,223.2943049719380,24.465263532661500,198.007010872588,61.324647049966500,32.356686216266100,9.675048045074370,9.224252017430630
45226732,26.135000,74.333583,74.333583,1100.17,1026.52,1100.74,1028.58,-0.03,0.0,0.26,1.0,0.35,1.0,1395.3,0.30823391587898400,0.3048647958929070,0.009185991918387500,0.009509117885020870,0.0,0.0,326.08026775752400,449.3489704225670,6.4908051172010000,287.4972946182860,223.3482558362550,24.45404549809190,197.62048715695000,61.691296176390000,32.95992994664020,9.688167084569760,9.696517141604150
45226832,26.236000,74.542911,74.542911,1100.48,1026.5,1100.79,1028.58,-0.03,0.0,0.24,1.0,0.34,1.0,1396.31,0.30930375774288700,0.30594898676170000,0.011619783612784500,0.011804955128502900,0.0,0.0,326.0834459093840,449.3417368434720,6.502840012084400,288.15371668031300,223.14215361725300,24.233059750905900,199.97186711650000,60.383796819160000,33.34153778878370,9.518947111890720,9.410769588331790
45226932,26.337000,74.751323,74.751323,1100.68,1026.49,1100.8,1028.55,-0.03,0.0,0.22,1.0,0.34,1.0,1396.76,0.3105583566486960,0.3072420429202360,0.012696971469868200,0.013678278816619700,0.0,0.0,326.0778306291490,449.3358561940430,6.502570674396200,289.7891639029270,222.8654069294910,23.594662510610500,203.15987866488100,59.151519457643500,31.500557721583000,9.103447850117850,9.67868173201429
45227032,26.438000,74.960189,74.960189,1100.62,1026.57,1100.82,1028.62,-0.03,0.0,0.22,1.0,0.34,1.0,1396.44,0.3117498600861610,0.3087289116725320,0.011243463870628900,0.01512476945598170,0.0,0.0,326.0802395132050,449.338073831644,6.487286220142050,290.84739778321900,222.5861538120720,22.981239649454700,206.22219790567400,57.593442719602300,32.256314324272900,8.832025027430560,9.489358012394680
45227132,26.537000,75.167924,75.167924,1100.32,1026.56,1100.67,1028.69,-0.04,0.0,0.25,1.0,0.35,1.0,1396.6,0.3127539640765820,0.3102979016018940,0.009192285316739880,0.016106144379327100,0.0,0.0,326.0785757429490,449.33976400075300,6.508547217690620,290.4697017812430,222.63283322028900,23.129506194861200,206.0626839637680,57.612277227010400,31.281336543397000,8.926520277427980,9.2364292116986
45227232,26.643000,75.374125,75.374125,1100.2,1026.68,1100.67,1028.59,-0.03,0.0,0.26,1.0,0.36,1.0,1396.1,0.31355419204697800,0.3118801683594780,0.0075220411686890300,0.015780041759263800,0.0,0.0,326.08612998303100,449.33496208861800,6.513240600157700,289.35420921527200,222.87758774016400,23.4459198343303,203.01090138232400,59.14309255273640,31.68262863795000,9.213270731030190,9.377812487356930
45227333,26.737000,75.580952,75.580952,1100.05,1026.62,1100.53,1028.6,-0.03,0.0,0.27,1.0,0.37,1.0,1396.83,0.31430016962797800,0.31342932820793400,0.007868531305258990,0.015398031887997000,0.0,0.0,326.07731653190600,449.3465174951770,6.509667894206960,288.2290665753420,223.278600108311,24.474690488991800,199.14042662179400,60.838933033923700,33.68642325435490,9.501912454928540,9.386997636462480
45227432,26.838000,75.785100,75.785100,1099.97,1026.53,1100.67,1028.62,-0.03,0.0,0.28,1.0,0.36,1.0,1397.63,0.31515790502246700,0.31491708235467900,0.009468397869791040,0.015345993166320400,0.0,0.0,326.0829585583870,449.3478105799530,6.51999415278115,287.8886528626610,223.278600108311,24.474690488991800,199.14042662179400,60.838933033923700,33.68642325435490,9.589542887797570,9.470714084903550
45227532,26.938000,75.990061,75.990061,1100.05,1026.55,1100.66,1028.63,-0.03,0.0,0.28,1.0,0.36,1.0,1398.05,0.3161618625227310,0.3163764007915520,0.0105067022215018,0.014251741349765600,0.0,0.0,326.08558780072100,449.33654898801200,6.495613340030280,287.8343381156180,223.2434889136200,24.220940640932200,199.11068782283200,60.76132963870210,33.72676951128980,9.602579700293910,9.43166028821923
45227632,27.038000,76.194494,76.194494,1100.36,1026.51,1100.79,1028.65,-0.03,0.0,0.26,1.0,0.35,1.0,1398.61,0.3172865998359490,0.31777662879092400,0.011973386510414800,0.014605928757270000,0.0,0.0,326.08178115836700,449.3345804241510,6.508611337242370,289.23939366926100,222.85772777688200,23.52975691430630,202.4379517942970,59.360318401965800,31.754801145068600,9.239720209629090,9.484574503543440
45227732,27.141000,76.397141,76.397141,1100.45,1026.56,1100.67,1028.65,-0.03,0.0,0.25,1.0,0.36,1.0,1398.66,0.3183588142144260,0.3191699838763630,0.010097960594867300,0.014051761191755800,0.0,0.0,326.08164364846000,449.33513980331600,6.506896702426540,290.32398303449000,222.6792275401220,23.29995378172500,204.69460072061900,58.412097177296200,31.21169408174410,8.965198939652680,9.601790551632040
45227833,27.240000,76.600135,76.600135,1100.4,1026.5,1100.66,1028.56,-0.03,0.0,0.26,1.0,0.36,1.0,1397.87,0.3192059665494900,0.32055928920223600,0.007665538114785690,0.014002773510263400,0.0,0.0,326.0801053480420,449.3429166245530,6.5165010173263600,290.4661832040350,222.67955578399000,23.11350958413880,205.71970307710400,57.92280749575780,31.164134163767500,8.929453857132330,9.361174479860590
45227932,27.341000,76.800179,76.800179,1100.29,1026.68,1100.76,1028.57,-0.03,0.0,0.27,1.0,0.35,1.0,1398.32,0.3198161834952910,0.3218654568049100,0.005274487727781690,0.012547676575425900,0.0,0.0,326.0831687567120,449.3437465084340,6.509390877717230,289.8814134162530,222.77266788034400,23.522346924615800,204.38422576000000,58.49582914272400,32.78824251562150,9.078042382605050,9.338448180289250
45228033,27.440000,77.002997,77.002997,1100.06,1026.59,1100.71,1028.6,-0.03,0.0,0.29,1.0,0.35,1.0,1397.45,0.3202593384162240,0.32303384332913300,0.003992473222682890,0.011149679048326100,0.0,0.0,326.0849497446990,449.3426077766000,6.521939714663940,288.9982153206960,223.06312463586700,23.8210625021384,201.91654899745500,59.64934965574690,31.742036926321500,9.307902708380160,9.436929158953310
45228132,27.541000,77.201091,77.201091,1099.98,1026.54,1100.6,1028.68,-0.03,0.0,0.29,1.0,0.36,1.0,1397.75,0.32064650805831800,0.3240759133710550,0.004017532483658550,0.010065979839219900,0.0,0.0,326.07358265519,449.3457973558660,6.510185729699140,288.063794994093,223.20819886558500,24.213931654933300,199.45667428339700,60.61058216929690,33.58031147022240,9.541236485928910,9.50557990411562
45228232,27.639000,77.401874,77.401874,1099.95,1026.48,1100.66,1028.57,-0.03,0.0,0.3,1.0,0.36,1.0,1398.13,0.3211131616471830,0.3250171783457040,0.005104897461861500,0.00923305680886345,0.0,0.0,326.0877388957090,449.34949711101100,6.4927806974294400,288.10830837625700,223.17013901018900,24.555134793865300,199.42957004182600,60.74169692838270,33.7705706751757,9.530717047708110,9.571152070469860
45228332,27.741000,77.599949,77.599949,1100.27,1026.45,1100.74,1028.69,-0.03,-0.01,0.28,1.0,0.35,1.0,1398.29,0.32166799473055900,0.3259029463370990,0.005912794971663800,0.008901446030964750,0.0,0.0,326.0763959894780,449.3360162051250,6.514428565457090,288.6844136873510,223.0995458987660,24.061130397275600,200.86490580533100,59.96269870493120,33.48616930921020,9.384907971467600,9.524565630269520
45228432,27.839000,77.798894,77.798894,1100.35,1026.47,1100.66,1028.58,-0.03,-0.01,0.27,1.0,0.36,1.0,1397.59,0.32223806266772900,0.32673560994832300,0.005440774923772920,0.007890470303289580,0.0,0.0,326.08271105223100,449.34247268958000,6.519275915329430,289.5920104419520,222.92687741979100,23.630204112459000,203.09052641956300,59.12879994024070,31.3315868365708,9.15545486795125,9.527547734729280
45228533,27.940000,77.996327,77.996327,1100.34,1026.46,1100.85,1028.7,-0.02,-0.01,0.27,1.0,0.34,1.0,1398.1,0.32272296435259500,0.32751848374545800,0.004250373167462670,0.007623784869328320,0.0,0.0,326.08212717961500,449.3483481157450,6.500939473245550,290.2708371711820,222.68141887427400,23.248179465480600,204.75712694248600,58.324447914279400,32.82803871714620,8.977996796750010,9.531631368145820
45228636,28.039000,78.192802,78.192802,1100.29,1026.57,1100.81,1028.62,-0.02,0.0,0.64,1.0,0.74,1.0,1398.28,0.3230209971152720,0.3282325241325350,0.0022749570064635400,0.006972387580821320,0.0,0.0,326.0804061710040,449.34393408586700,6.503081044797110,289.8331719651460,222.829315323468,23.50471818889320,204.0095157159650,58.58916434775650,32.77618159196540,9.091484227782100,9.406340093255880
45228732,28.140000,78.386648,78.386648,1106.29,1026.97,1106.17,1029.07,-0.02,0.0,0.17,1.0,0.29,1.0,1396.46,0.3231547692479230,0.32885273286714700,0.0009166844303060160,0.005963658310903440,0.0,0.0,326.08261274924700,449.33632753628100,6.498726053638790,289.5071209037750,222.9477658533550,23.60732977188260,203.10559406679400,59.071419785523900,31.724542329394600,9.177444448410680,9.444928134836730
45228833,28.240000,78.588554,78.588554,1106.96,1026.82,1105.91,1028.74,-0.02,0.0,0.11,1.0,0.3,1.0,1395.86,0.32320771503222000,0.32939557449819800,0.0004840788514840070,0.00560391856170139,0.0,0.0,326.08162336343000,449.3399235835980,6.506209116106070,288.0187849568110,223.15503746371800,24.67356833417420,197.42284748676700,62.28859697507720,34.04021061607840,9.552347309077700,10.282423965046800
45228933,28.340000,78.774770,78.774770,1106.61,1026.72,1105.49,1028.72,-0.03,0.0,0.13,1.0,0.34,1.0,1396.73,0.3232980032573010,0.330112227972595,0.0014502295840281300,0.008283716755717280,0.0,0.0,326.0783033636960,449.340902258388,6.492607694998320,286.6006679221040,223.4560956152350,24.769355912735400,195.27369952881400,63.009805073227400,35.10338821458130,9.913396484646810,9.821992497598670
45229034,28.439000,78.967797,78.967797,1106.23,1026.64,1105.42,1028.55,-0.03,0.0,0.16,1.0,0.34,1.0,1397.29,0.32352590336706400,0.33076370151421600,0.0038737570779797900,0.00863669414918285,0.0,0.0,326.0803832549050,449.35890223099600,6.503885472772460,285.0728450996500,223.860681547352,25.62804399428470,190.42967093080900,65.54477394634940,34.990462127947100,10.30678006978970,10.257935224401800
45229133,28.545000,79.160783,79.160783,1106.28,1026.45,1105.4,1028.57,-0.03,0.0,0.15,1.0,0.34,1.0,1398.03,0.32420000222236300,0.33177113100181300,0.007045813548807550,0.009127604563924510,0.0,0.0,326.0794167471980,449.3391701459350,6.49679219411598,284.19067101034100,224.08383717610200,25.861795976862400,189.03531190374000,66.19302705874150,35.15529203209340,10.534457643245600,10.007008732504300
45229234,28.642000,79.352356,79.352356,1106.5,1026.45,1105.38,1028.52,-0.03,0.0,0.13,1.0,0.34,1.0,1398.47,0.32533065562924900,0.33295444463103600,0.012909427810394300,0.012471510008962800,0.0,0.0,326.08073413364700,449.3527579431350,6.521748881947360,285.3108577712190,223.77566470503000,25.387753550337500,190.58288338576500,65.46441528042330,36.49923613011820,10.244808559764300,10.4052253567457
45229335,28.741000,79.544135,79.544135,1106.75,1026.44,1105.35,1028.52,-0.03,-0.01,0.11,1.0,0.35,1.0,1399.0,0.3267659593109010,0.33431938048051800,0.014851516758766700,0.014037495566326500,0.0,0.0,326.0785614789140,449.34573077361700,6.5035891131597800,287.91228880221100,223.20315280102600,24.645125079233000,196.50046554411400,62.687439065585400,34.06699286753700,9.579583857462350,10.501839566444400
45229435,28.843000,79.732231,79.732231,1106.84,1026.52,1105.58,1028.58,-0.03,-0.01,0.1,1.0,0.32,1.0,1399.11,0.32823111198383400,0.33582828075326400,0.014062177738367100,0.015659571317692900,0.0,0.0,326.0809812302280,449.3332085778570,6.50742601204977,288.5100118077690,223.0593090244670,24.01493109560510,199.31274441936200,60.948248134425300,34.216922917300000,9.427494892010010,9.965621589354870
45229535,28.943000,79.922730,79.922730,1106.81,1026.55,1105.43,1028.44,-0.03,-0.01,0.09,1.0,0.34,1.0,1399.7,0.32951768661004100,0.33740931901971400,0.01224993361947960,0.015848025405840200,0.0,0.0,326.0785683174740,449.3366364731200,6.510086002759450,288.2851732144270,223.18287448141400,24.46697239262940,198.32204635814500,61.73774555311840,34.71062930790100,9.487242057477680,10.15366586048010
45229636,29.043000,80.109907,80.109907,1106.49,1026.53,1105.32,1028.54,-0.03,-0.01,0.11,1.0,0.35,1.0,1399.65,0.3305900264226190,0.3389544045017350,0.010369509175551600,0.015749110957846900,0.0,0.0,326.08094334200300,449.3564179981360,6.500514723969700,286.77897878204800,223.51721851749600,24.81817488635670,195.1554111572370,63.04598041927480,35.3904605030491,9.872106490814780,9.980670501333110
45229735,29.142000,80.297643,80.297643,1106.11,1026.54,1105.32,1028.59,-0.03,-0.01,0.14,1.0,0.35,1.0,1399.9,0.3315769439657900,0.3404052565319000,0.009932891327638800,0.014031487556181600,0.0,0.0,326.08270234301600,449.35268347587400,6.5088143710264500,286.12087565566800,223.6660125122380,25.064737245629000,193.13110854427600,64.19042258780430,34.86356408200970,10.041156851824000,10.164027153484000
45229835,29.241000,80.484558,80.484558,1106.03,1026.55,1105.18,1028.52,-0.03,-0.01,0.15,1.0,0.36,1.0,1400.12,0.3326282263873670,0.341763675711999,0.010989056286981400,0.013211425641511200,0.0,0.0,326.0897927688460,449.35911109856800,6.501838230310320,284.8585027660170,223.90578720725400,25.647715648616300,189.81647446469900,65.82712662650420,35.550884828171400,10.36382129220040,10.288010016156100
45229935,29.341000,80.671377,80.671377,1106.2,1026.46,1105.2,1028.45,-0.03,-0.01,0.13,1.0,0.36,1.0,1398.58,0.3338743660452840,0.3430552588794440,0.013317527817620700,0.01294973492293440,0.0,0.0,326.07357015103900,449.34371507232000,6.510969313937870,285.32293057989500,223.78437319029900,25.460199579373300,191.31957761034500,64.98791614067560,34.82412650872420,10.240865802730900,10.1426924224861
45230036,29.445000,80.861268,80.861268,1106.45,1026.47,1105.44,1028.48,-0.03,-0.01,0.11,1.0,0.34,1.0,1397.79,0.3352989541329390,0.34433871524153600,0.015146028754069700,0.0131173506895921,0.0,0.0,326.0786957371130,449.3488757846820,6.5138003815573900,286.7884816731160,223.47645790244400,25.032136922655600,194.18207459136200,63.72986973861790,34.65490982815540,9.867790071888520,10.365641015766600
45230136,29.542000,81.043998,81.043998,1106.73,1026.52,1105.44,1028.55,-0.03,-0.01,0.08,1.0,0.33,1.0,1397.72,0.33673525420160900,0.34560555217037800,0.014553034896659000,0.013291741801606100,0.0,0.0,326.08403668147000,449.3449662688960,6.495280139828690,287.8345466644080,223.26134396445300,24.722639498284900,197.1113416874940,62.1572695968806,33.79991781910130,9.602539553019340,10.180267678710500
45230235,29.641000,81.224320,81.224320,1106.75,1026.56,1105.44,1028.47,-0.03,-0.01,0.07,1.0,0.33,1.0,1398.3,0.3379967739788240,0.3468488373304070,0.012079103402256000,0.012611812967922400,0.0,0.0,326.0761133342370,449.3324834055620,6.512474723907520,288.1156551710900,223.14252265441400,24.710465985210000,197.96795446528700,61.858881271252900,33.619960620538900,9.526915480878750,10.148691938652900
45230351,29.741000,81.412833,81.412833,1106.58,1026.64,1105.18,1028.51,-0.03,-0.01,0.08,1.0,0.36,1.0,1398.76,0.33898903227546700,0.34803464754255500,0.009138621655283740,0.011776805021418000,0.0,0.0,326.0772731841350,449.3459301083150,6.488256701299360,287.4352850411020,223.30385068114400,24.63593429388840,196.3814132164640,62.60979651575580,34.050398319452000,9.700962431730210,10.135213157396400
45230435,29.842000,81.589149,81.589149,1106.38,1026.62,1105.44,1028.5,-0.03,-0.01,0.37,1.0,0.63,1.0,1397.41,0.3397577689396670,0.3490964142811380,0.007123109544652900,0.01017968308767330,0.0,0.0,326.07780358191400,449.3303165291550,6.539727254762490,286.09480869603100,223.67235464268600,24.950221444890400,193.40332663272400,63.94791746651550,34.64125104056640,10.047619530555200,10.032264395375700
45230535,29.941000,81.770658,81.770658,1107.36,1026.7,1109.52,1028.85,-0.02,-0.01,0.31,1.0,0.3,1.0,1395.3,0.34044828748389000,0.3500247783342620,0.00703740600316304,0.008783434845302960,0.0,0.0,326.080913263294,449.35129353167600,6.497672672321250,285.6092701261080,223.74419923869200,25.306581275848900,192.22330453636600,64.54657689950350,35.96573539180370,10.170113231401900,10.055830948801800
45230635,30.042000,81.950972,81.950972,1108.14,1026.52,1108.99,1028.63,-0.02,-0.02,0.25,1.0,0.34,1.0,1395.05,0.34119582850206000,0.35082435206097800,0.007856572631345000,0.007814937685436460,0.0,0.0,326.0757020768310,449.34636123045700,6.5193292719219700,285.3740010692570,223.74689387772200,25.42445692486820,189.7399181316080,66.24718699061740,36.42767863432410,10.227046159003700,10.81210088319870
