ezloophw-py logger started on:,2026-1-20_143126,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1030.,1030,1030,1030.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
52296375,6.804000,0.000000,0.000000,1021.97,1022.46,1023.5,1024.89,0.13,0.43,1.0,1.0,1.0,1.0,1022.46,634.912489027973,665.9528829960680,-0.5931968672628460,638.5098719302400,315.6410790893020,0.3993768160628170,652.8639693031470,38.80193413744160,-4.426462647264140,-1.0297550678665100,-0.3664356485742910
52296474,6.905000,0.000000,0.000000,1021.75,1022.54,1023.8,1024.56,0.15,0.46,1.0,1.0,1.0,1.0,1022.47,634.917596402756,665.9227655757670,-0.5261756974892090,634.7219078125920,315.51322951970100,1.3355825249641700,643.2675450931550,38.75830651947350,-4.347333261582040,0.03199721467584910,-1.8326113006984700
52296574,7.003000,0.000000,0.000000,1021.86,1022.51,1023.53,1024.83,0.15,0.48,1.0,1.0,1.0,1.0,1022.47,634.979459280768,666.0668495704790,-0.6047746962368340,634.0781518311730,315.5913207645030,1.8044150856604800,636.1184856240010,36.91796273877850,-2.2527572286111500,0.14734552006895700,-0.7141801048237080
52296675,7.104000,0.000000,0.000000,1022.04,1022.47,1023.53,1024.85,0.16,0.49,1.0,1.0,1.0,1.0,1022.45,634.9511970143080,665.897377905426,-0.5364853195506430,632.3408002274190,315.3912938603760,2.2446956916239200,634.1466639713950,38.71515308682980,-3.558056389923020,0.42670287456446200,-1.2273696960946700
52296775,7.204000,0.000000,0.000000,1022.24,1022.47,1023.77,1024.61,0.16,0.5,1.0,1.0,1.0,1.0,1022.52,634.9070540665700,666.0481815757300,-0.5138734778374340,631.8064357185680,315.50990470140400,1.9598097837453200,634.8244037871740,37.262885842325600,-3.3316970319047100,0.5067854896843720,-1.634997413233470
52296874,7.304000,0.000000,0.000000,1022.33,1022.2,1023.65,1024.65,0.17,0.5,1.0,1.0,1.0,1.0,1022.42,634.9275563822250,665.8574992596360,-0.5251522779536250,634.8669507178620,315.34674728921900,1.2753173090334800,637.4835642495610,38.49661831951030,-3.2147501994574800,0.009906825192789150,-0.5613212477043240
52296975,7.403000,0.000000,0.000000,1022.18,1022.16,1023.4,1024.73,0.18,0.49,1.0,1.0,1.0,1.0,1022.43,634.8681097775950,666.0324203081830,-0.6089537145134480,636.6954704261010,315.6873168116640,1.003658921752120,644.2275737540360,37.285273798141300,-3.886651198869150,-0.29884563051242000,-0.9520548495904760
52297074,7.504000,0.000000,0.000000,1022.15,1022.19,1023.82,1024.47,0.17,0.45,1.0,1.0,1.0,1.0,1022.42,634.8271568570850,665.8684014631330,-0.4856769842409170,637.8909558316250,315.33524023071900,0.2671812647139590,649.1365283545350,38.730341134080100,-5.536445628599190,-0.5007751048038710,-1.326569065056600
52297174,7.604000,0.000000,0.000000,1022.29,1022.13,1023.59,1024.73,0.17,0.42,1.0,1.0,1.0,1.0,1022.41,634.645945778312,666.061421609781,-0.4479152598365070,639.5075196845090,315.5461098140740,0.05582683926204900,649.9677513787790,37.532087943278700,-4.04949337261659,-0.7946295006193390,-0.565468866866937
52297275,7.705000,0.000000,0.000000,1022.21,1022.23,1023.48,1024.77,0.17,0.4,1.0,1.0,1.0,1.0,1022.53,634.5926234539700,665.8932959208690,-0.45737722489342200,638.5772706951990,315.50284295103500,0.12139948357059000,650.8065030993860,38.49642026722650,-5.413689829191630,-0.651540665511561,-1.2247615630071900
52297374,7.803000,0.000000,0.000000,1022.26,1022.23,1023.7,1024.6,0.16,0.38,1.0,1.0,1.0,1.0,1022.46,634.524044351367,666.0690877113830,-0.41521915024617700,637.712611711183,315.52892335244400,0.3269982392993070,650.1046276070480,37.859535345097800,-4.759967965349620,-0.5211568676113910,-1.5130251805422200
52297475,7.904000,0.000000,0.000000,1022.29,1022.41,1023.56,1024.67,0.15,0.35,1.0,1.0,1.0,1.0,1022.43,634.5403310165020,665.9976590634670,-0.20662283072495000,637.622723259743,315.3788085266540,0.478868017440373,645.9050747173890,37.93909292924880,-3.6855501953303100,-0.5036908781672560,-0.7025496707528430
52297574,8.004000,0.000000,0.000000,1022.22,1022.38,1023.5,1024.71,0.13,0.32,1.0,1.0,1.0,1.0,1022.44,634.4998739240300,666.0499918799390,-0.42814465620042700,635.5374106190940,315.4803350136650,0.9468501533210520,644.3116601571980,38.08077136465100,-5.048096435105490,-0.16957058030648600,-1.4725412538323600
52297674,8.103000,0.000000,0.000000,1022.22,1022.38,1023.5,1024.71,0.13,0.3,1.0,1.0,1.0,1.0,1022.5,634.4908099806590,666.0182456543430,-0.3466932390058580,633.8269797996390,315.45176170179100,1.3279122408459400,640.6979541632180,37.72279219093070,-3.459167440966650,0.10849474769196600,-1.6341896677182300
52297774,8.204000,0.000000,0.000000,1021.99,1022.31,1023.66,1024.68,0.13,0.26,1.0,1.0,1.0,1.0,1022.49,634.3739631382020,666.0341150132050,-0.34074713971295800,634.1784867440720,315.5061362264640,1.4118671701268000,638.1930900779220,37.94705969728280,-2.691785471213230,0.03195171825035050,-0.8925695057873810
52297874,8.303000,0.000000,0.000000,1021.99,1022.31,1023.66,1024.68,0.12,0.26,1.0,1.0,1.0,1.0,1022.49,634.4496081399040,666.0427983329700,-0.29693587949583100,634.2579968584700,315.594108092321,1.5354260086552300,639.8815090540630,37.62820183675100,-3.2466362575098300,0.03132703001893780,-1.2216435621818600
