ezloophw-py logger started on:,2026-2-12_134424,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1022.,1022,1022,1022.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
49473152,4.804000,0.000000,0.000000,1015.84,1009.57,1019.02,1018.74,-0.06,-0.02,1.0,1.0,0.65,0.7,1011.22,637.1226831877480,681.4241859517600,0.7988917044278550,628.2331957540940,340.6128369438110,4.128925588343160,620.5434931284120,56.955499102254500,0.1697808188998050,1.4941246965083400,-1.4353911904687200
49473253,4.903000,0.000000,0.000000,1015.93,1009.42,1019.05,1018.72,-0.06,-0.02,1.0,1.0,0.64,0.7,1011.16,637.0858898915940,681.4527914992490,0.797679301007013,631.275245019897,340.5971964047120,3.233557528000260,623.2253390529420,56.863461383870100,-0.2461644644246760,0.9766399247308000,-0.3281578131619950
49473352,5.005000,0.000000,0.000000,1015.97,1009.42,1019.11,1018.76,-0.06,-0.02,1.0,1.0,0.63,0.7,1011.16,637.0876971417050,681.4633803026340,0.7980620135349470,632.0563102616120,340.5433147834430,2.8946550733880500,630.2447437469090,56.36464952393690,-1.1800895780553100,0.8455246132160650,-1.3258081920560800
49473452,5.105000,0.000000,0.000000,1016.11,1009.32,1019.06,1018.58,-0.06,-0.01,1.0,1.0,0.64,0.73,1011.29,637.0888143826380,681.4659068546170,0.795165963147365,635.1336020142340,340.5725202140020,2.0941349857033300,633.0730923075440,56.21165652259500,-1.7740736510340100,0.32861942401379100,-0.24207467209972900
49473553,5.204000,0.000000,0.000000,1016.18,1009.22,1019.2,1018.53,-0.05,-0.01,1.0,1.0,0.61,0.74,1011.33,637.0905360786300,681.4656281496640,0.7575275517372620,635.4990185371230,340.5134314010530,1.8286051635009300,639.7737714915840,56.29337265147920,-2.4562470741741200,0.2674468055547980,-1.3965739517492800
49473653,5.306000,0.000000,0.000000,1016.36,1009.0,1019.15,1018.67,-0.05,-0.02,1.0,1.0,0.62,0.72,1011.28,637.0184669499400,681.575843875197,0.5013834016805350,637.981595822194,340.64228243316800,1.1620459980583900,641.5073286360440,56.16979193201210,-2.793473112763530,-0.16185872836446100,-0.3863662036839130
49473752,5.404000,0.000000,0.000000,1016.88,1008.85,1019.24,1018.62,-0.05,-0.01,1.0,1.0,0.61,0.73,1011.39,637.0117002971390,681.5668289283410,0.538381694129793,638.9838100421370,340.6561159318020,1.2184922196660500,649.0334320618980,56.177936096180300,-4.168072945976120,-0.3314425168479980,-1.3603336925028500
49473853,5.504000,0.000000,0.000000,1017.19,1008.63,1019.33,1018.65,-0.05,-0.01,1.0,1.0,0.59,0.72,1011.27,637.1222965866610,681.6372499958560,0.5272699238889950,647.4476978254460,341.02685833655700,-1.168496084143750,649.0334320618980,56.177936096180300,-4.168072945976120,-0.3314425168479980,-1.3603336925028500
49473953,5.604000,0.000000,0.000000,1017.33,1008.38,1019.24,1018.48,-0.05,-0.01,0.99,1.0,0.61,0.76,1011.32,637.0863488630830,681.6430230815650,0.5671212519037450,649.1267235711100,341.2938469359850,-1.720674919313100,673.614669979755,57.048887409687400,-8.136277061957560,-2.02608124605242,-0.8717602056025770
49474052,5.706000,0.000000,0.000000,1017.45,1008.18,1019.62,1018.33,-0.05,-0.01,0.97,1.0,0.53,0.79,1011.32,637.1093468409690,681.6221261596050,0.45726082567264800,656.3732988613900,341.68614647039200,-3.726486215696620,673.614669979755,57.048887409687400,-8.136277061957560,-2.02608124605242,-0.8717602056025770
