ezloophw-py logger started on:,2026-2-18_111435
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
40478161,0.000000,0.000000,0.000000,1012.06,1012.36,1013.6,1014.43,0.0,0.0,1.0,1.0,1.0,1.0,1371.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478261,0.000000,0.000000,0.000000,1022.62,1023.54,1026.2,1028.52,0.0,0.0,0.45,0.6,1.0,1.0,1369.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478360,0.100000,0.000000,0.000000,1025.54,1024.68,1025.65,1026.24,0.0,0.0,0.6,0.46,0.73,0.85,1371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478460,0.199000,0.000000,0.000000,1023.4,1022.92,1023.31,1023.68,0.0,0.0,0.24,0.16,0.26,0.34,1373.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478560,0.299000,0.000000,0.000000,1022.83,1022.56,1023.02,1023.47,0.0,0.0,0.14,0.1,0.2,0.29,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478660,0.399000,0.000000,0.000000,1022.99,1022.55,1023.09,1023.46,0.0,0.0,0.17,0.09,0.22,0.29,1376.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40478760,0.500000,0.000000,0.000000,1022.83,1022.54,1022.89,1023.66,0.0,0.0,0.14,0.09,0.18,0.33,1378.52,645.6386699960725,672.5265607007591,0.7076064700513753,651.4569057709216,328.6673935777124,-2.111720398886712,672.8636922062835,45.438368073735504,-6.592833006026076,-0.9693751912115128,-2.3835149069157406
40478862,0.600000,0.000000,0.000000,1022.87,1022.49,1022.95,1023.57,0.0,0.0,0.15,0.08,0.19,0.31,1380.4,645.6386699960725,672.5265607007591,0.7076064700513753,651.4569057709216,328.6673935777124,-2.111720398886712,672.8636922062835,45.438368073735504,-6.592833006026076,-0.9693751912115128,-2.3835149069157406
40478963,0.703000,0.000000,0.000000,1022.76,1022.49,1022.88,1023.61,0.0,0.0,0.13,0.08,0.18,0.32,1381.76,645.644203168966,672.5054483908135,0.7347373595388365,651.6143392479279,328.6572711566173,-2.1353557159296295,673.2652662902304,45.476187551115444,-6.679169616533116,-0.9947100378981838,-2.38268707741807
40479062,0.804000,0.000000,0.000000,1022.8,1022.44,1022.81,1023.38,0.0,0.0,0.14,0.08,0.16,0.28,1383.47,645.6356672332142,672.5066801432826,0.693968768264017,652.0072537665154,328.54294482421375,-2.283570493970629,673.8970741982192,45.49224362953526,-6.589159813423607,-1.061226031352323,-2.2997341797329813
40479164,0.907000,0.000000,0.000000,1022.86,1022.44,1022.82,1023.34,0.0,0.0,0.15,0.07,0.16,0.27,1384.85,645.647962917815,672.502652071767,0.7024822376407198,652.2700095257103,328.6614481630994,-2.2683785776859353,674.6943269644064,45.55722012540639,-6.7041997659822385,-1.103324496426036,-2.3222195248335815
40479263,1.006000,0.000000,0.000000,1022.84,1022.52,1022.66,1023.36,0.0,0.0,0.14,0.09,0.13,0.27,1386.23,645.6529588584245,672.4935685124019,0.695723500123402,652.3457985271144,328.67879955192916,-2.329786796732545,675.061447208714,45.509019802214645,-6.657436442178052,-1.1152023528104429,-2.355994796030862
40479363,1.106000,0.000000,0.000000,1022.86,1022.57,1022.91,1023.31,0.0,0.0,0.15,0.1,0.18,0.26,1387.11,645.6361603774308,672.5050498075343,0.6973953594904098,652.2726167637618,328.6162166482964,-2.287491427560844,674.8497295936243,45.6040576003441,-6.709099480655917,-1.1055716623229346,-2.3499314925128
40479463,1.202000,0.000000,0.000000,1022.83,1022.43,1022.83,1023.34,0.0,0.0,0.14,0.07,0.17,0.27,1387.78,645.6377336854839,672.4942691213683,0.7175751314538641,652.0526148771429,328.63512790369566,-2.2481840664564743,674.3096632107055,45.44705720784061,-6.562888438511258,-1.0687602692524458,-2.3563794516082037
40479563,1.303000,0.000000,0.000000,1022.83,1022.58,1022.79,1023.5,0.0,0.0,0.14,0.1,0.16,0.3,1388.29,645.6411847773763,672.4971610059982,0.7140200795588915,651.68372135761,328.62098836287305,-2.20035466675477,673.5323343317796,45.5076085675721,-6.815099236649251,-1.0066885830432941,-2.399543931459906
40479663,1.403000,0.000000,0.000000,1022.94,1022.64,1022.95,1023.41,0.0,0.0,0.16,0.11,0.19,0.28,1388.85,645.6440771332578,672.5108139651658,0.7022758857295484,651.4795955177296,328.6648558238503,-2.1083635742591738,672.9207072912511,45.36496918030703,-6.583475722794876,-0.9722914340783154,-2.3835080266822173
40479763,1.504000,0.000000,0.000000,1022.71,1022.52,1022.92,1023.48,0.0,0.0,0.12,0.09,0.18,0.3,1388.85,645.6454947660751,672.477029297946,0.7065316350367307,651.407378599588,328.60736229213705,-2.038580777614237,672.705815736369,45.48380317374459,-6.5203806612590105,-0.959958863007081,-2.382148884525272
40479863,1.603000,0.000000,0.000000,1022.75,1022.48,1022.9,1023.38,0.0,0.0,0.13,0.08,0.18,0.28,1389.66,645.2429808158089,672.4088000123621,0.5600946405336085,651.2943350087073,328.5191509507742,-2.1008027880478424,672.8019877542043,45.33159711469563,-6.5963500500403605,-1.0081177975202187,-2.3269515036442003
40479964,1.704000,0.000000,0.000000,1022.78,1022.49,1022.87,1023.28,-0.0,0.0,0.13,0.08,0.17,0.26,1389.66,644.9714343798083,672.2173925928101,0.5669389635135965,651.1039311737167,327.33064384837667,-2.0894672614014924,672.8767474846281,43.487739641028114,-6.617235985064835,-1.0186797895385251,-2.3490538870624103
40480064,1.805000,0.000000,0.000000,1022.87,1022.44,1022.84,1023.33,-0.0,0.0,0.15,0.07,0.17,0.27,1389.79,644.9758152436714,672.23132717644,0.5302433927161198,651.4112224882388,327.32679126484885,-2.271573798074559,673.654987457975,43.42236623684983,-6.774011959774759,-1.068930257959078,-2.3420822336544456
