ezloophw-py logger started on:,2026-2-17_120408
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
43451420,0.000000,0.000000,0.000000,1019.49,1019.76,1020.97,1021.67,0.0,0.0,0.09,0.04,0.19,0.33,1375.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43451520,0.000000,0.000000,0.000000,1019.43,1019.59,1020.96,1021.66,0.0,0.0,0.1,0.07,0.19,0.33,1376.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43451619,0.100000,0.000000,0.000000,1019.49,1019.71,1020.99,1021.8,0.0,0.0,0.43,0.39,0.2,0.04,1376.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43451719,0.199000,0.000000,0.000000,1022.7,1023.0,1020.82,1021.9,0.0,0.0,0.12,0.17,0.24,0.02,1377.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43451819,0.300000,0.000000,0.000000,1023.46,1023.68,1020.98,1021.83,0.0,0.0,0.25,0.29,0.2,0.03,1378.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43451919,0.399000,0.000000,0.000000,1023.49,1023.55,1021.11,1021.77,0.0,0.0,0.25,0.26,0.18,0.05,1380.31,645.6870966542796,672.7768398533505,0.6771418898944401,652.2469777552519,329.1947128262458,-2.43083212256991,675.7061240003693,46.158306576839266,-7.241274599837535,-1.0937933376564284,-2.55047801822307
43452019,0.501000,0.000000,0.000000,1023.36,1023.56,1021.05,1021.73,0.0,0.0,0.23,0.27,0.19,0.05,1382.11,645.68230697132,672.7861203561196,0.6862072195488307,652.1806250153118,329.2013218396594,-2.411976701193633,675.4269347345618,46.0780432665644,-7.150494242213037,-1.0835223611470475,-2.5267920158436143
43452120,0.602000,0.000000,0.000000,1023.31,1023.52,1021.05,1021.73,0.0,0.0,0.22,0.26,0.19,0.05,1383.57,645.6969021476177,672.7731149565698,0.6784467255656301,652.0821018059313,329.2030408878356,-2.381435360431002,675.2149969269809,46.11175585774726,-7.041876069424309,-1.064711124579942,-2.542141238378576
43452220,0.702000,0.000000,0.000000,1023.31,1023.47,1021.05,1021.67,0.0,0.0,0.22,0.25,0.19,0.07,1385.03,645.6814025276757,672.764445737209,0.7273797991680123,651.9886430862869,329.2152780156965,-2.3662925744500964,674.9912052537363,46.04325091070406,-7.120041944410998,-1.051778624635281,-2.5404829585678064
43452319,0.802000,0.000000,0.000000,1023.36,1023.51,1020.95,1021.79,0.0,0.0,0.23,0.26,0.21,0.04,1386.11,645.6755115204137,672.7478737485347,0.6958149397109681,652.004313348559,329.1995571441687,-2.3353575057745477,674.8543174084272,46.04106865972297,-7.09933577979185,-1.055375926667167,-2.502841065565985
