ezloophw-py logger started on:,2026-3-16_144515
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1020., 1020., 1020., 1020.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,smoothed_q_0,smoothed_q_1,smoothed_dq_0,smoothed_dq_1,ddq_0,ddq_1,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
53118588,0.000000,0.000000,0.000000,1006.11,1006.45,1007.59,1008.58,0.0,0.0,1.0,1.0,1.0,1.0,1403.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53118687,0.000000,0.000000,0.000000,1006.06,1006.51,1007.7,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1402.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53118787,0.100000,0.000000,0.000000,1006.2,1006.49,1007.76,1008.42,0.0,0.0,1.0,1.0,1.0,1.0,1402.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53118888,0.200000,0.000000,0.000000,1006.14,1006.35,1007.56,1008.45,0.0,0.0,1.0,1.0,1.0,1.0,1401.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53118988,0.300000,0.000000,0.000000,1006.19,1006.25,1007.65,1008.43,0.0,0.0,1.0,1.0,1.0,1.0,1400.8,0.0,0.0,0.0,0.0,0.0,0.0,326.1895357470376,449.2060879052142,6.649671708215914,323.8536617734864,219.38877110313305,7.563928705209775,323.7647774907932,29.659694804177054,-5.587137823740928,0.5823369341647772,-1.1378319419883738
53119088,0.402000,0.000000,0.000000,1006.21,1006.35,1007.62,1008.52,0.0,0.0,1.0,1.0,1.0,1.0,1400.25,0.0,0.0,0.0,0.0,0.0,0.0,326.1895357470376,449.2060879052142,6.649671708215914,323.8536617734864,219.38877110313305,7.563928705209775,323.7647774907932,29.659694804177054,-5.587137823740928,0.5823369341647772,-1.1378319419883738
53119188,0.501000,0.000000,0.000000,1006.23,1006.38,1007.68,1008.37,0.0,0.0,1.0,1.0,1.0,1.0,1399.77,0.0,0.0,0.0,0.0,0.0,0.0,326.18173720510157,449.19200388135374,6.649873981168306,323.811592512821,219.3969495199963,7.640067024884916,323.7641449945759,29.671484981162486,-5.578006772494221,0.5909373152182011,-1.1675458080310994
53119287,0.603000,0.000000,0.000000,1006.11,1006.43,1007.6,1008.43,0.0,0.0,1.0,1.0,1.0,1.0,1399.36,0.0,0.0,0.0,0.0,0.0,0.0,326.1906025391067,449.2035670857906,6.6394493448615,323.8164954117539,219.38578304024807,7.568982143494446,323.7414597686529,29.66547134277736,-5.569087913230855,0.5918666417100688,-1.1610724233356045
53119387,0.702000,0.000000,0.000000,1006.2,1006.33,1007.67,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1399.33,0.0,0.0,0.0,0.0,0.0,0.0,326.1880931580764,449.2004877509485,6.646406356295715,323.8361666222981,219.39384202734874,7.588548782428778,323.71373525984126,29.668657011913055,-5.546236511806854,0.5863658086476807,-1.1357581423477254
53119487,0.801000,0.000000,0.000000,1006.17,1006.54,1007.73,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1399.43,0.0,0.0,0.0,0.0,0.0,0.0,326.2016030965322,449.24332683043036,6.645947209331122,323.8128514165634,219.4038352293339,7.619938113309048,323.7324342308125,29.6687180864947,-5.565363861635609,0.5954610367287981,-1.1666378759019256
