ezloophw-py logger started on:,2026-2-12_150329
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
54213095,0.000000,0.000000,0.000000,1010.73,1010.92,1012.3,1013.15,0.0,0.0,1.0,1.0,1.0,1.0,1370.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213194,0.000000,0.000000,0.000000,1021.87,1023.46,1024.86,1027.4,0.0,0.0,0.32,0.59,0.97,1.0,1368.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213295,0.099000,0.000000,0.000000,1024.76,1024.69,1024.43,1024.93,0.0,0.0,0.47,0.46,0.49,0.59,1369.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213394,0.200000,0.000000,0.000000,1023.41,1022.91,1022.62,1023.23,0.0,0.0,0.24,0.16,0.12,0.25,1371.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213494,0.299000,0.000000,0.000000,1022.83,1022.59,1022.6,1023.16,0.0,0.0,0.14,0.1,0.12,0.23,1373.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213594,0.399000,0.000000,0.000000,1022.89,1022.58,1022.44,1023.2,0.0,0.0,0.15,0.1,0.09,0.24,1375.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213694,0.500000,0.000000,0.000000,1022.85,1022.65,1022.46,1023.02,0.0,0.0,0.14,0.11,0.09,0.2,1376.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213794,0.599000,0.000000,0.000000,1022.81,1022.56,1022.33,1023.07,0.0,0.0,0.14,0.09,0.07,0.21,1378.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213894,0.699000,0.000000,0.000000,1022.74,1022.64,1022.33,1022.95,0.0,0.0,0.12,0.11,0.07,0.19,1379.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54213994,0.799000,0.000000,0.000000,1022.76,1022.55,1022.46,1022.95,0.0,0.0,0.13,0.09,0.09,0.19,1381.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
