ezloophw-py logger started on:,2026-2-12_142904
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
52147577,0.000000,0.000000,0.000000,1010.65,1010.94,1012.15,1013.02,0.0,0.0,1.0,1.0,1.0,1.0,1366.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52147676,0.000000,0.000000,0.000000,1021.61,1023.59,1024.7,1027.14,0.0,0.0,0.27,0.61,0.94,1.0,1364.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52147776,0.100000,0.000000,0.000000,1024.43,1024.86,1024.25,1024.82,0.0,0.0,0.41,0.49,0.45,0.56,1366.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52147877,0.199000,0.000000,0.000000,1023.14,1023.01,1022.65,1023.09,0.0,0.0,0.19,0.17,0.13,0.22,1368.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52147976,0.300000,0.000000,0.000000,1022.84,1022.63,1022.52,1023.03,0.0,0.0,0.14,0.11,0.1,0.21,1370.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52148076,0.399000,0.000000,0.000000,1022.72,1022.72,1022.61,1022.99,0.0,0.0,0.12,0.12,0.12,0.2,1371.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52148176,0.500000,0.000000,0.000000,1022.71,1022.65,1022.47,1023.11,0.0,0.0,0.12,0.11,0.09,0.22,1373.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52148276,0.599000,0.000000,0.000000,1022.73,1022.63,1022.39,1023.16,0.0,0.0,0.12,0.11,0.08,0.23,1375.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52148376,0.700000,0.000000,0.000000,1022.65,1022.71,1022.44,1023.04,0.0,0.0,0.11,0.12,0.09,0.21,1376.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52148477,0.799000,0.000000,0.000000,1022.77,1022.62,1022.44,1023.07,0.0,0.0,0.13,0.11,0.09,0.21,1378.33,636.980589307373,681.2159769604825,0.3943617971744792,614.7987365821327,340.5798587193855,7.8372622868694135,585.806422109419,60.638992561841995,5.75298655992478,3.7257782978487786,-1.5387502422768948
52148576,0.901000,0.000000,0.000000,1022.66,1022.57,1022.58,1022.91,0.0,0.0,0.11,0.1,0.12,0.18,1379.86,636.9923019687478,681.2428084278451,0.42426473181533136,615.3466115310003,340.5734506947977,7.814057097861287,586.9784479439912,60.31122027414969,5.779557155376112,3.6356124663939933,-1.4914272509242368
52148676,1.000000,0.000000,0.000000,1022.79,1022.51,1022.48,1023.03,0.0,0.0,0.13,0.09,0.1,0.21,1381.39,636.9663258232896,681.227963607355,0.43885251445500184,615.5809355352981,340.5591325467494,7.6700215645249905,588.047559097473,60.32672976892214,5.289250852112009,3.5920131241118187,-1.5726151489744735
52148776,1.101000,0.000000,0.000000,1022.86,1022.57,1022.45,1022.98,0.0,0.0,0.15,0.1,0.09,0.2,1383.02,636.9696131416182,681.2503503935237,0.44937772694100064,615.7013509676465,340.5727310134182,7.667134886862712,588.1532136622977,60.208335591512935,5.17136793133538,3.5722987832472524,-1.5328236848136614
52148877,1.200000,0.000000,0.000000,1022.71,1022.74,1022.5,1022.91,0.0,0.0,0.12,0.13,0.1,0.18,1384.28,637.0167435249873,681.2677692017166,0.5035421628367691,615.4822193109839,340.5248179687071,7.701230868539292,587.6782444090417,60.35772662623482,5.45270503776319,3.616211547091842,-1.564907813365628
52148977,1.303000,0.000000,0.000000,1022.8,1022.63,1022.47,1023.15,0.0,0.0,0.14,0.11,0.09,0.23,1385.45,637.0325689773388,681.2983006252116,0.5114062354498491,615.0149204814597,340.5885202531418,7.808512850318497,586.6026411063831,60.369555281607134,5.484472755274745,3.697477180032962,-1.6053417147788611
52149076,1.401000,0.000000,0.000000,1022.67,1022.64,1022.36,1023.11,0.0,0.0,0.11,0.11,0.07,0.22,1385.45,637.02725012257,681.2841394030104,0.5124898401395491,614.6012894444254,340.59242536529456,7.808554574818059,585.4782374960289,60.44066770057518,5.680334068658668,3.76604964030506,-1.5972590073587183
52149177,1.500000,0.000000,0.000000,1022.62,1022.61,1022.39,1022.95,0.0,0.0,0.11,0.1,0.08,0.19,1387.05,637.0329118524421,681.298961160528,0.5178352413597173,614.2832192879242,340.70616637172526,8.052222501527556,584.8111444908569,60.64492836681474,5.562598416114024,3.821361169960245,-1.63534634940103
