ezloophw-py logger started on:,2026-2-12_145516
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1022., 1022., 1022., 1022.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
53720023,0.000000,0.000000,0.000000,1010.8,1011.07,1012.38,1013.15,0.0,0.0,1.0,1.0,1.0,1.0,1375.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53720122,0.000000,0.000000,0.000000,1022.13,1023.79,1025.07,1027.62,0.0,0.0,0.36,0.64,1.0,1.0,1373.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53720223,0.098000,0.000000,0.000000,1024.85,1024.97,1024.71,1025.23,0.0,0.0,0.48,0.5,0.54,0.65,1375.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53720322,0.199000,0.000000,0.000000,1023.28,1022.96,1022.48,1023.27,0.0,0.0,0.22,0.16,0.1,0.25,1377.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53720422,0.298000,0.000000,0.000000,1022.88,1022.52,1022.38,1023.0,0.0,0.0,0.15,0.09,0.08,0.2,1379.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53720522,0.398000,0.000000,0.000000,1022.79,1022.62,1022.27,1023.06,0.0,0.0,0.13,0.1,0.05,0.21,1381.12,637.0117398674984,681.2254156699872,0.5088314418624839,636.0887179335951,339.48315387707237,0.5978507476326801,644.183635642222,57.94868086608894,-3.118238508574112,0.1547515145888958,-1.9564660652337205
53720623,0.501000,0.000000,0.000000,1022.7,1022.49,1022.32,1023.03,0.0,0.0,0.12,0.08,0.06,0.21,1382.68,637.0117398674984,681.2254156699872,0.5088314418624839,636.0887179335951,339.48315387707237,0.5978507476326801,644.183635642222,57.94868086608894,-3.118238508574112,0.1547515145888958,-1.9564660652337205
53720722,0.602000,0.000000,0.000000,1022.64,1022.48,1022.2,1022.94,0.0,0.0,0.11,0.08,0.04,0.19,1384.05,636.9709033651833,681.1862928580798,0.4309938031865076,635.5361960636474,339.50845151192016,0.6510699713887697,642.7490556612402,57.9155308616851,-2.8917532212003687,0.24058390726452122,-1.9484492579127521
53720822,0.699000,0.000000,0.000000,1022.7,1022.6,1022.29,1023.08,0.0,0.0,0.12,0.1,0.06,0.22,1385.52,636.9709033651833,681.1862928580798,0.4309938031865076,635.5361960636474,339.50845151192016,0.6510699713887697,642.7490556612402,57.9155308616851,-2.8917532212003687,0.24058390726452122,-1.9484492579127521
53720922,0.798000,0.000000,0.000000,1022.83,1022.51,1022.41,1023.14,0.0,0.0,0.14,0.09,0.08,0.23,1386.53,636.9674653937226,681.1759861814764,0.42843689300457494,635.8611383718808,339.52977474531895,0.51355009364694,643.3224847203556,57.89035711513026,-3.17345969390987,0.18553592994341345,-1.8886281938833203
