ezloophw-py logger started on:,2026-3-16_144128
ctrl_params:,{'n_inputs': 2, 'bidirectional': True, 'u_offset': array([1020., 1020., 1020., 1020.]), 'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')}
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,smoothed_q_0,smoothed_q_1,smoothed_dq_0,smoothed_dq_1,ddq_0,ddq_1,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
52892018,0.000000,0.000000,0.000000,1006.19,1006.56,1007.71,1008.47,0.0,0.0,1.0,1.0,1.0,1.0,1403.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892118,0.000000,0.000000,0.000000,1006.3,1006.55,1007.63,1008.44,0.0,0.0,1.0,1.0,1.0,1.0,1403.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892218,0.099000,0.000000,0.000000,1006.18,1006.51,1007.7,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1402.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892317,0.199000,0.000000,0.000000,1006.18,1006.57,1007.67,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1401.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892417,0.299000,0.000000,0.000000,1006.22,1006.54,1007.75,1008.48,0.0,0.0,1.0,1.0,1.0,1.0,1401.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892517,0.398000,0.000000,0.000000,1006.22,1006.51,1007.71,1008.41,0.0,0.0,1.0,1.0,1.0,1.0,1400.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52892618,0.499000,0.000000,0.000000,1006.18,1006.53,1007.68,1008.51,0.0,0.0,1.0,1.0,1.0,1.0,1399.84,0.0,0.0,0.0,0.0,0.0,0.0,326.1804508836364,449.3009198794116,6.751163167220899,323.87038908177976,219.47852626351337,7.4935034216896375,324.3079689765293,29.751957311605803,-5.709008569137415,0.5758896354192021,-1.2839243723543625
52892718,0.601000,0.000000,0.000000,1006.29,1006.53,1007.72,1008.51,0.0,0.0,1.0,1.0,1.0,1.0,1399.29,0.0,0.0,0.0,0.0,0.0,0.0,326.21171919922443,449.255957949716,6.657256121794265,323.8794636173324,219.3626564646012,7.237472270317111,324.3113963723837,29.75404111435187,-5.700810923616486,0.5812427620310694,-1.2930063922381647
52892818,0.712000,0.000000,0.000000,1006.18,1006.54,1007.83,1008.48,0.0,0.0,1.0,1.0,1.0,1.0,1398.76,0.0,0.0,0.0,0.0,0.0,0.0,326.2021422647507,449.26697439052685,6.63042603689685,323.8518378445569,219.37168528481521,7.222294668583917,324.2802920207093,29.75590414388531,-5.725359752846539,0.5857355022188672,-1.3009358310517514
52892919,0.800000,0.000000,0.000000,1006.23,1006.55,1007.7,1008.52,0.0,0.0,1.0,1.0,1.0,1.0,1398.31,0.0,0.0,0.0,0.0,0.0,0.0,326.22035569647295,449.2592121347537,6.70575069163992,323.8681005740865,219.36794446578944,7.2602582122677095,324.2057682838989,29.75977113954394,-5.707596004525483,0.5862318701217071,-1.2745000283305543
